 time            time            v(n1)           v(n2)           v(n3)           i(vdd)         
 1.87528000e-09  1.87528000e-09  1.78419215e+00  3.64891776e-02  1.59619528e+00 -2.16280543e-03 
 1.87628000e-09  1.87628000e-09  1.78640616e+00  3.40701439e-02  1.60584721e+00 -2.21052392e-03 
 1.87728000e-09  1.87728000e-09  1.78907433e+00  3.18883003e-02  1.61484103e+00 -2.24761428e-03 
 1.87828000e-09  1.87828000e-09  1.79221014e+00  2.99548272e-02  1.62337909e+00 -2.29118436e-03 
 1.87928000e-09  1.87928000e-09  1.79582240e+00  2.82676390e-02  1.63160646e+00 -2.31969000e-03 
 1.88028000e-09  1.88028000e-09  1.79992728e+00  2.68169118e-02  1.63962223e+00 -2.34944664e-03 
 1.88128000e-09  1.88128000e-09  1.80467922e+00  2.55990223e-02  1.64745178e+00 -2.35188465e-03 
 1.88228000e-09  1.88228000e-09  1.81041480e+00  2.45935511e-02  1.65490679e+00 -2.36578603e-03 
 1.88328000e-09  1.88328000e-09  1.81696634e+00  2.37561910e-02  1.66203010e+00 -2.36810414e-03 
 1.88428000e-09  1.88428000e-09  1.82389234e+00  2.30521102e-02  1.66907563e+00 -2.37437237e-03 
 1.88528000e-09  1.88528000e-09  1.83109836e+00  2.24523124e-02  1.67605791e+00 -2.36993103e-03 
 1.88628000e-09  1.88628000e-09  1.83850223e+00  2.19212068e-02  1.68291915e+00 -2.37539774e-03 
 1.88728000e-09  1.88728000e-09  1.84605571e+00  2.14333173e-02  1.68960455e+00 -2.36870153e-03 
 1.88828000e-09  1.88828000e-09  1.85370406e+00  2.09755435e-02  1.69612054e+00 -2.37064918e-03 
 1.88928000e-09  1.88928000e-09  1.86143181e+00  2.05374146e-02  1.70244408e+00 -2.36033450e-03 
 1.89028000e-09  1.89028000e-09  1.86923267e+00  2.01116198e-02  1.70855450e+00 -2.35966772e-03 
 1.89128000e-09  1.89128000e-09  1.87703486e+00  1.96830715e-02  1.71443387e+00 -2.34761229e-03 
 1.89228000e-09  1.89228000e-09  1.88455793e+00  1.92085799e-02  1.72006096e+00 -2.35493104e-03 
 1.89328000e-09  1.89328000e-09  1.89127065e+00  1.86300754e-02  1.72548531e+00 -2.35630893e-03 
 1.89428000e-09  1.89428000e-09  1.89659678e+00  1.78911307e-02  1.73075158e+00 -2.36448869e-03 
 1.89528000e-09  1.89528000e-09  1.90011208e+00  1.69435783e-02  1.73579478e+00 -2.36024101e-03 
 1.89628000e-09  1.89628000e-09  1.90149983e+00  1.57600596e-02  1.74054203e+00 -2.36617276e-03 
 1.89728000e-09  1.89728000e-09  1.90048568e+00  1.43302564e-02  1.74495628e+00 -2.36151936e-03 
 1.89828000e-09  1.89828000e-09  1.89683512e+00  1.26550164e-02  1.74902279e+00 -2.36738516e-03 
 1.89928000e-09  1.89928000e-09  1.89034708e+00  1.07418583e-02  1.75274160e+00 -2.36189313e-03 
 1.90028000e-09  1.90028000e-09  1.88084593e+00  8.60133640e-03  1.75612226e+00 -2.36530641e-03 
 1.90128000e-09  1.90128000e-09  1.86817160e+00  6.24395819e-03  1.75918023e+00 -2.35507419e-03 
 1.90228000e-09  1.90228000e-09  1.85216653e+00  3.67728688e-03  1.76193411e+00 -2.35084134e-03 
 1.90328000e-09  1.90328000e-09  1.83265509e+00  9.02467012e-04  1.76440355e+00 -2.32931152e-03 
 1.90428000e-09  1.90428000e-09  1.80939841e+00 -2.09224357e-03  1.76660714e+00 -2.30878855e-03 
 1.90528000e-09  1.90528000e-09  1.78194233e+00 -5.35255885e-03  1.76855928e+00 -2.26285256e-03 
 1.90628000e-09  1.90628000e-09  1.74828211e+00 -9.14959832e-03  1.77025586e+00 -2.20003569e-03 
 1.90728000e-09  1.90728000e-09  1.70565755e+00 -1.38386445e-02  1.77169749e+00 -2.13160954e-03 
 1.90828000e-09  1.90828000e-09  1.65498833e+00 -1.92151375e-02  1.77291189e+00 -2.06506951e-03 
 1.90928000e-09  1.90928000e-09  1.59955595e+00 -2.47681169e-02  1.77396400e+00 -2.03915736e-03 
 1.91028000e-09  1.91028000e-09  1.54068096e+00 -3.03386356e-02  1.77491061e+00 -2.03365713e-03 
 1.91128000e-09  1.91128000e-09  1.47880370e+00 -3.59264302e-02  1.77576483e+00 -2.01905669e-03 
 1.91228000e-09  1.91228000e-09  1.41425420e+00 -4.15526488e-02  1.77653392e+00 -2.01917171e-03 
 1.91328000e-09  1.91328000e-09  1.34733849e+00 -4.72440156e-02  1.77722332e+00 -2.00920048e-03 
 1.91428000e-09  1.91428000e-09  1.27798514e+00 -5.29784882e-02  1.77784703e+00 -2.00060727e-03 
 1.91528000e-09  1.91528000e-09  1.20612809e+00 -5.85240733e-02  1.77846085e+00 -1.99512659e-03 
 1.91628000e-09  1.91628000e-09  1.13207981e+00 -6.34859264e-02  1.77914897e+00 -2.01949515e-03 
 1.91728000e-09  1.91728000e-09  1.05665042e+00 -6.73906824e-02  1.77999242e+00 -2.04602299e-03 
 1.91828000e-09  1.91828000e-09  9.81255088e-01 -6.96829282e-02  1.78108076e+00 -2.08891328e-03 
 1.91928000e-09  1.91928000e-09  9.07118699e-01 -6.98631468e-02  1.78249907e+00 -2.12256318e-03 
 1.92028000e-09  1.92028000e-09  8.35116556e-01 -6.75173408e-02  1.78430871e+00 -2.17093029e-03 
 1.92128000e-09  1.92128000e-09  7.65981580e-01 -6.22819534e-02  1.78654971e+00 -2.20761348e-03 
 1.92228000e-09  1.92228000e-09  7.00294580e-01 -5.38404064e-02  1.78924590e+00 -2.25560255e-03 
 1.92328000e-09  1.92328000e-09  6.38488663e-01 -4.19133254e-02  1.79241028e+00 -2.28788296e-03 
 1.92428000e-09  1.92428000e-09  5.80859779e-01 -2.62397844e-02  1.79605165e+00 -2.32700587e-03 
 1.92528000e-09  1.92528000e-09  5.27576480e-01 -6.52383101e-03  1.80018750e+00 -2.34509101e-03 
 1.92628000e-09  1.92628000e-09  4.78245459e-01  1.84536395e-02  1.80502475e+00 -2.35649807e-03 
 1.92728000e-09  1.92728000e-09  4.31471023e-01  5.03780519e-02  1.81084736e+00 -2.36100546e-03 
 1.92828000e-09  1.92828000e-09  3.87614937e-01  8.84536859e-02  1.81742064e+00 -2.37379911e-03 
 1.92928000e-09  1.92928000e-09  3.48013378e-01  1.30995977e-01  1.82436674e+00 -2.36875585e-03 
 1.93028000e-09  1.93028000e-09  3.12424932e-01  1.77536671e-01  1.83159104e+00 -2.37490614e-03 
 1.93128000e-09  1.93128000e-09  2.80593198e-01  2.27519112e-01  1.83900543e+00 -2.36997209e-03 
 1.93228000e-09  1.93228000e-09  2.52252733e-01  2.80513993e-01  1.84656275e+00 -2.37397050e-03 
 1.93328000e-09  1.93328000e-09  2.27094157e-01  3.36076909e-01  1.85421415e+00 -2.36497864e-03 
 1.93428000e-09  1.93428000e-09  2.04831447e-01  3.93867653e-01  1.86194468e+00 -2.36542085e-03 
 1.93528000e-09  1.93528000e-09  1.85185479e-01  4.53575870e-01  1.86975012e+00 -2.35363577e-03 
 1.93628000e-09  1.93628000e-09  1.67899583e-01  5.15033253e-01  1.87754495e+00 -2.35291350e-03 
 1.93728000e-09  1.93728000e-09  1.52725508e-01  5.78047753e-01  1.88503327e+00 -2.35005853e-03 
 1.93828000e-09  1.93828000e-09  1.39964496e-01  6.41635726e-01  1.89167211e+00 -2.36208279e-03 
 1.93928000e-09  1.93928000e-09  1.29840828e-01  7.04523268e-01  1.89688802e+00 -2.35928334e-03 
 1.94028000e-09  1.94028000e-09  1.21805454e-01  7.66036775e-01  1.90027111e+00 -2.36577288e-03 
 1.94128000e-09  1.94128000e-09  1.15253329e-01  8.25792365e-01  1.90150732e+00 -2.36090006e-03 
 1.94228000e-09  1.94228000e-09  1.09751773e-01  8.83463473e-01  1.90032508e+00 -2.36704571e-03 
 1.94328000e-09  1.94328000e-09  1.04982459e-01  9.38787835e-01  1.89649230e+00 -2.36208495e-03 
 1.94428000e-09  1.94428000e-09  1.00710376e-01  9.91563438e-01  1.88980985e+00 -2.36730766e-03 
 1.94528000e-09  1.94528000e-09  9.67629203e-02  1.04164261e+00  1.88010346e+00 -2.35976184e-03 
 1.94628000e-09  1.94628000e-09  9.30149933e-02  1.08892562e+00  1.86721364e+00 -2.36007097e-03 
 1.94728000e-09  1.94728000e-09  8.93780161e-02  1.13335473e+00  1.85098240e+00 -2.34466330e-03 
 1.94828000e-09  1.94828000e-09  8.57918756e-02  1.17491061e+00  1.83123178e+00 -2.33339748e-03 
 1.94928000e-09  1.94928000e-09  8.22204005e-02  1.21361887e+00  1.80771549e+00 -2.30128550e-03 
 1.95028000e-09  1.95028000e-09  7.86598624e-02  1.24962268e+00  1.77995207e+00 -2.26491047e-03 
 1.95128000e-09  1.95128000e-09  7.53608435e-02  1.28441652e+00  1.74553557e+00 -2.18901277e-03 
 1.95228000e-09  1.95228000e-09  7.26043470e-02  1.31973767e+00  1.70199103e+00 -2.13115081e-03 
 1.95328000e-09  1.95328000e-09  7.00254255e-02  1.35397970e+00  1.65088960e+00 -2.05533641e-03 
 1.95428000e-09  1.95428000e-09  6.72967172e-02  1.38553544e+00  1.59511693e+00 -2.04282047e-03 
 1.95528000e-09  1.95528000e-09  6.44862812e-02  1.41470725e+00  1.53600902e+00 -2.02859272e-03 
 1.95628000e-09  1.95628000e-09  6.16179800e-02  1.44161952e+00  1.47392366e+00 -2.02312000e-03 
 1.95728000e-09  1.95728000e-09  5.87153371e-02  1.46640024e+00  1.40919083e+00 -2.01452000e-03 
 1.95828000e-09  1.95828000e-09  5.58003681e-02  1.48917646e+00  1.34208615e+00 -2.01216069e-03 
 1.95928000e-09  1.95928000e-09  5.28899194e-02  1.51004533e+00  1.27253736e+00 -1.99573800e-03 
 1.96028000e-09  1.96028000e-09  5.00074382e-02  1.52911185e+00  1.20050875e+00 -2.00048526e-03 
 1.96128000e-09  1.96128000e-09  4.71843625e-02  1.54651524e+00  1.12631204e+00 -2.01727914e-03 
 1.96228000e-09  1.96228000e-09  4.43726055e-02  1.56201032e+00  1.05082973e+00 -2.05331058e-03 
 1.96328000e-09  1.96328000e-09  4.15412839e-02  1.57540333e+00  9.75501214e-01 -2.08749701e-03 
 1.96428000e-09  1.96428000e-09  3.87786233e-02  1.58708514e+00  9.01502587e-01 -2.13031803e-03 
 1.96528000e-09  1.96528000e-09  3.61751154e-02  1.59752551e+00  8.29699296e-01 -2.16983732e-03 
 1.96628000e-09  1.96628000e-09  3.37841842e-02  1.60707579e+00  7.60812635e-01 -2.21545775e-03 
 1.96728000e-09  1.96728000e-09  3.16332788e-02  1.61599930e+00  6.95411853e-01 -2.25430790e-03 
 1.96828000e-09  1.96828000e-09  2.97313966e-02  1.62448979e+00  6.33919138e-01 -2.29519819e-03 
 1.96928000e-09  1.96928000e-09  2.80750286e-02  1.63268547e+00  5.76620483e-01 -2.32481889e-03 
 1.97028000e-09  1.97028000e-09  2.66537989e-02  1.64067973e+00  5.23674264e-01 -2.35100215e-03 
 1.97128000e-09  1.97128000e-09  2.54710268e-02  1.64840348e+00  4.74194091e-01 -2.35132649e-03 
 1.97228000e-09  1.97228000e-09  2.44971289e-02  1.65575197e+00  4.27236973e-01 -2.36662297e-03 
 1.97328000e-09  1.97328000e-09  2.36797751e-02  1.66288915e+00  3.83793648e-01 -2.36980576e-03 
 1.97428000e-09  1.97428000e-09  2.29919012e-02  1.66994515e+00  3.44585497e-01 -2.37311785e-03 
 1.97528000e-09  1.97528000e-09  2.24044287e-02  1.67693189e+00  3.09366902e-01 -2.36982622e-03 
 1.97628000e-09  1.97628000e-09  2.18798196e-02  1.68379020e+00  2.77873978e-01 -2.37466279e-03 
 1.97728000e-09  1.97728000e-09  2.13939888e-02  1.69046641e+00  2.49840313e-01 -2.36937352e-03 
 1.97828000e-09  1.97828000e-09  2.09368073e-02  1.69696801e+00  2.24960877e-01 -2.36930186e-03 
 1.97928000e-09  1.97928000e-09  2.04982769e-02  1.70327243e+00  2.02950237e-01 -2.36054905e-03 
 1.98028000e-09  1.98028000e-09  2.00719335e-02  1.70936001e+00  1.83531803e-01 -2.35744541e-03 
 1.98128000e-09  1.98128000e-09  1.96376295e-02  1.71521223e+00  1.66449736e-01 -2.34844401e-03 
 1.98228000e-09  1.98228000e-09  1.91475086e-02  1.72080716e+00  1.51455484e-01 -2.35567688e-03 
 1.98328000e-09  1.98328000e-09  1.85444200e-02  1.72621204e+00  1.38920773e-01 -2.35823561e-03 
 1.98428000e-09  1.98428000e-09  1.77723006e-02  1.73146117e+00  1.29031669e-01 -2.36431374e-03 
 1.98528000e-09  1.98528000e-09  1.67855975e-02  1.73647063e+00  1.21159993e-01 -2.36157727e-03 
 1.98628000e-09  1.98628000e-09  1.55602954e-02  1.74117515e+00  1.14722895e-01 -2.36582732e-03 
 1.98728000e-09  1.98728000e-09  1.40882918e-02  1.74554212e+00  1.09300845e-01 -2.36282680e-03 
 1.98828000e-09  1.98828000e-09  1.23718253e-02  1.74955975e+00  1.04584936e-01 -2.36694575e-03 
 1.98928000e-09  1.98928000e-09  1.04191485e-02  1.75323002e+00  1.00347133e-01 -2.36288747e-03 
 1.99028000e-09  1.99028000e-09  8.24100583e-03  1.75656374e+00  9.64200973e-02 -2.36421529e-03 
 1.99128000e-09  1.99128000e-09  5.84761283e-03  1.75957709e+00  9.26827579e-02 -2.35497634e-03 
 1.99228000e-09  1.99228000e-09  3.24573563e-03  1.76228905e+00  8.90496370e-02 -2.34811041e-03 
 1.99328000e-09  1.99328000e-09  4.34969941e-04  1.76471926e+00  8.54630846e-02 -2.32686680e-03 
 1.99428000e-09  1.99428000e-09 -2.59984599e-03  1.76688594e+00  8.18893037e-02 -2.30264147e-03 
 1.99528000e-09  1.99528000e-09 -5.91554642e-03  1.76880228e+00  7.83301514e-02 -2.25516797e-03 
 1.99628000e-09  1.99628000e-09 -1.00085213e-02  1.77045207e+00  7.52133825e-02 -2.18554076e-03 
 1.99728000e-09  1.99728000e-09 -1.50592554e-02  1.77183996e+00  7.26461862e-02 -2.11460694e-03 
 1.99828000e-09  1.99828000e-09 -2.04791437e-02  1.77301996e+00  6.99900045e-02 -2.05866405e-03 
 1.99928000e-09  1.99928000e-09 -2.60401845e-02  1.77405144e+00  6.72014174e-02 -2.03510787e-03 
 2.00028000e-09  2.00028000e-09 -3.16041832e-02  1.77498449e+00  6.43418598e-02 -2.03425107e-03 
 2.00128000e-09  2.00128000e-09 -3.71907509e-02  1.77582693e+00  6.14334322e-02 -2.01616187e-03 
 2.00228000e-09  2.00228000e-09 -4.28215479e-02  1.77658561e+00  5.84988004e-02 -2.02091989e-03 
 2.00328000e-09  2.00328000e-09 -4.85305765e-02  1.77726404e+00  5.55580002e-02 -2.00331793e-03 
 2.00428000e-09  2.00428000e-09 -5.42504591e-02  1.77788549e+00  5.26281792e-02 -2.00191382e-03 
 2.00528000e-09  2.00528000e-09 -5.96960349e-02  1.77851592e+00  4.97340602e-02 -1.99610837e-03 
 2.00628000e-09  2.00628000e-09 -6.44714024e-02  1.77923753e+00  4.69058350e-02 -2.02838767e-03 
 2.00728000e-09  2.00728000e-09 -6.80709624e-02  1.78013295e+00  4.40813849e-02 -2.05226910e-03 
 2.00828000e-09  2.00828000e-09 -6.99339819e-02  1.78129277e+00  4.12384771e-02 -2.09983016e-03 
 2.00928000e-09  2.00928000e-09 -6.95905058e-02  1.78279776e+00  3.84819990e-02 -2.13010134e-03 
 2.01028000e-09  2.01028000e-09 -6.66374559e-02  1.78470416e+00  3.58958271e-02 -2.18271016e-03 
 2.01128000e-09  2.01128000e-09 -6.07221189e-02  1.78704800e+00  3.35288968e-02 -2.21533464e-03 
 2.01228000e-09  2.01228000e-09 -5.15371201e-02  1.78985022e+00  3.14054151e-02 -2.26672629e-03 
 2.01328000e-09  2.01328000e-09 -3.88091884e-02  1.79312228e+00  2.95320929e-02 -2.29400729e-03 
 2.01428000e-09  2.01428000e-09 -2.22769014e-02  1.79687330e+00  2.79039360e-02 -2.33548355e-03 
 2.01528000e-09  2.01528000e-09 -1.60874744e-03  1.80112848e+00  2.65102610e-02 -2.34691530e-03 
 2.01628000e-09  2.01628000e-09  2.58403556e-02  1.80638255e+00  2.53556978e-02 -2.36080977e-03 
 2.01728000e-09  2.01728000e-09  6.05152904e-02  1.81264361e+00  2.44082151e-02 -2.36211156e-03 
 2.01828000e-09  2.01828000e-09  9.97614321e-02  1.81930465e+00  2.36119631e-02 -2.37743041e-03 
 2.01928000e-09  2.01928000e-09  1.43427498e-01  1.82633108e+00  2.29408734e-02 -2.36633176e-03 
 2.02028000e-09  2.02028000e-09  1.91033835e-01  1.83362827e+00  2.23658750e-02 -2.37550185e-03 
 2.02128000e-09  2.02128000e-09  2.41886117e-01  1.84108308e+00  2.18474671e-02 -2.36838659e-03 
 2.02228000e-09  2.02228000e-09  2.95553667e-01  1.84865293e+00  2.13630845e-02 -2.37583962e-03 
 2.02328000e-09  2.02328000e-09  3.51699969e-01  1.85631411e+00  2.09057819e-02 -2.36235405e-03 
 2.02428000e-09  2.02428000e-09  4.09990039e-01  1.86405394e+00  2.04660900e-02 -2.36651220e-03 
 2.02528000e-09  2.02528000e-09  4.70158287e-01  1.87186757e+00  2.00375631e-02 -2.34978598e-03 
 2.02628000e-09  2.02628000e-09  5.32032197e-01  1.87961245e+00  1.95949945e-02 -2.35530079e-03 
 2.02728000e-09  2.02728000e-09  5.95374876e-01  1.88693832e+00  1.90868005e-02 -2.35109694e-03 
 2.02828000e-09  2.02828000e-09  6.58949070e-01  1.89325460e+00  1.84564441e-02 -2.36585803e-03 
 2.02928000e-09  2.02928000e-09  7.21487106e-01  1.89800015e+00  1.76483405e-02 -2.35848185e-03 
 2.03028000e-09  2.03028000e-09  7.82545844e-01  1.90082406e+00  1.66200006e-02 -2.36863704e-03 
 2.03128000e-09  2.03128000e-09  8.41752696e-01  1.90142338e+00  1.53507050e-02 -2.35982480e-03 
 2.03228000e-09  2.03228000e-09  8.98798765e-01  1.89953788e+00  1.38345248e-02 -2.36983187e-03 
 2.03328000e-09  2.03328000e-09  9.53438623e-01  1.89494513e+00  1.20750433e-02 -2.36079845e-03 
 2.03428000e-09  2.03428000e-09  1.00548558e+00  1.88745365e+00  1.00811926e-02 -2.36950335e-03 
 2.03528000e-09  2.03528000e-09  1.05480555e+00  1.87689424e+00  7.86384212e-03 -2.35731331e-03 
 2.03628000e-09  2.03628000e-09  1.10131066e+00  1.86310929e+00  5.43283164e-03 -2.36036614e-03 
 2.03728000e-09  2.03728000e-09  1.14495369e+00  1.84593801e+00  2.79400405e-03 -2.33939430e-03 
 2.03828000e-09  2.03828000e-09  1.18572594e+00  1.82519071e+00 -5.48478889e-05 -2.32966936e-03 
 2.03928000e-09  2.03928000e-09  1.22367121e+00  1.80058309e+00 -3.13312452e-03 -2.29011361e-03 
 2.04028000e-09  2.04028000e-09  1.25901879e+00  1.77148260e+00 -6.51292829e-03 -2.25203396e-03 
 2.04128000e-09  2.04128000e-09  1.29460352e+00  1.73398083e+00 -1.07391555e-02 -2.17203023e-03 
 2.04228000e-09  2.04228000e-09  1.33084947e+00  1.68676854e+00 -1.59269941e-02 -2.10877557e-03 
 2.04328000e-09  2.04328000e-09  1.36419761e+00  1.63414032e+00 -2.13796343e-02 -2.05007594e-03 
 2.04428000e-09  2.04428000e-09  1.39496549e+00  1.57725195e+00 -2.69465657e-02 -2.03932281e-03 
 2.04528000e-09  2.04528000e-09  1.42339512e+00  1.51716510e+00 -3.25183638e-02 -2.02655983e-03 
 2.04628000e-09  2.04628000e-09  1.44960924e+00  1.45420752e+00 -3.81151683e-02 -2.02130896e-03 
 2.04728000e-09  2.04728000e-09  1.47373647e+00  1.38870687e+00 -4.37593385e-02 -2.01414975e-03 
 2.04828000e-09  2.04828000e-09  1.49589253e+00  1.32081601e+00 -4.94842006e-02 -2.00660679e-03 
 2.04928000e-09  2.04928000e-09  1.51617526e+00  1.25045843e+00 -5.51878615e-02 -1.99527854e-03 
 2.05028000e-09  2.05028000e-09  1.53470161e+00  1.17772031e+00 -6.05507879e-02 -2.00479819e-03 
 2.05128000e-09  2.05128000e-09  1.55160900e+00  1.10291027e+00 -6.51759682e-02 -2.02770348e-03 
 2.05228000e-09  2.05228000e-09  1.56650868e+00  1.02722595e+00 -6.85310080e-02 -2.06458448e-03 
 2.05328000e-09  2.05328000e-09  1.57929055e+00  9.52201760e-01 -7.00518198e-02 -2.10023380e-03 
 2.05428000e-09  2.05428000e-09  1.59052760e+00  8.78793366e-01 -6.92935646e-02 -2.14339717e-03 
 2.05528000e-09  2.05528000e-09  1.60064600e+00  8.07824315e-01 -6.58616925e-02 -2.18372698e-03 
 2.05628000e-09  2.05628000e-09  1.60996686e+00  7.39967946e-01 -5.94117677e-02 -2.22869384e-03 
 2.05728000e-09  2.05728000e-09  1.61872976e+00  6.75746322e-01 -4.96432603e-02 -2.26714133e-03 
 2.05828000e-09  2.05828000e-09  1.62710945e+00  6.15537419e-01 -3.62870478e-02 -2.30602339e-03 
 2.05928000e-09  2.05928000e-09  1.63522898e+00  5.59586916e-01 -1.90795788e-02 -2.33371238e-03 
 2.06028000e-09  2.06028000e-09  1.64316831e+00  5.08004092e-01  2.35304295e-03 -2.35525960e-03 
 2.06128000e-09  2.06128000e-09  1.65074264e+00  4.59129063e-01  3.05885288e-02 -2.35657455e-03 
 2.06228000e-09  2.06228000e-09  1.65794443e+00  4.12720269e-01  6.59915193e-02 -2.36952024e-03 
 2.06328000e-09  2.06328000e-09  1.66506738e+00  3.70671598e-01  1.05946611e-01 -2.37139930e-03 
 2.06428000e-09  2.06428000e-09  1.67210570e+00  3.32796878e-01  1.50297555e-01 -2.37165507e-03 
 2.06528000e-09  2.06528000e-09  1.67903671e+00  2.98842009e-01  1.98478927e-01 -2.37145143e-03 
 2.06628000e-09  2.06628000e-09  1.68583083e+00  2.68511095e-01  2.49792540e-01 -2.37434974e-03 
 2.06728000e-09  2.06728000e-09  1.69246497e+00  2.41526397e-01  3.03880078e-01 -2.36897588e-03 
 2.06828000e-09  2.06828000e-09  1.69891580e+00  2.17602570e-01  3.60392262e-01 -2.36772431e-03 
 2.06928000e-09  2.06928000e-09  1.70516161e+00  1.96455860e-01  4.18997179e-01 -2.35921582e-03 
 2.07028000e-09  2.07028000e-09  1.71118412e+00  1.77817468e-01  4.79453163e-01 -2.35474883e-03 
 2.07128000e-09  2.07128000e-09  1.71696371e+00  1.61434410e-01  5.41585710e-01 -2.34906568e-03 
 2.07228000e-09  2.07228000e-09  1.72249139e+00  1.47152712e-01  6.05035439e-01 -2.35831454e-03 
 2.07328000e-09  2.07328000e-09  1.72784787e+00  1.35440815e-01  6.68519137e-01 -2.35984582e-03 
 2.07428000e-09  2.07428000e-09  1.73303775e+00  1.26288777e-01  7.30862465e-01 -2.36468450e-03 
 2.07528000e-09  2.07528000e-09  1.73796092e+00  1.18939154e-01  7.91666003e-01 -2.36227365e-03 
 2.07628000e-09  2.07628000e-09  1.74256493e+00  1.12872850e-01  8.50565938e-01 -2.36597918e-03 
 2.07728000e-09  2.07728000e-09  1.74682502e+00  1.07710470e-01  9.07263262e-01 -2.36348799e-03 
 2.07828000e-09  2.07828000e-09  1.75073458e+00  1.03172146e-01  9.61521882e-01 -2.36686692e-03 
 2.07928000e-09  2.07928000e-09  1.75429898e+00  9.90515001e-02  1.01316357e+00 -2.36283748e-03 
 2.08028000e-09  2.08028000e-09  1.75753118e+00  9.51976402e-02  1.06206171e+00 -2.36271989e-03 
 2.08128000e-09  2.08128000e-09  1.76044856e+00  9.15021142e-02  1.10813499e+00 -2.35260520e-03 
 2.08228000e-09  2.08228000e-09  1.76307057e+00  8.78892268e-02  1.15134206e+00 -2.34316460e-03 
 2.08328000e-09  2.08328000e-09  1.76541669e+00  8.43092458e-02  1.19168052e+00 -2.31954779e-03 
 2.08428000e-09  2.08428000e-09  1.76750405e+00  8.07368894e-02  1.22920716e+00 -2.29033797e-03 
 2.08528000e-09  2.08528000e-09  1.76934255e+00  7.72014006e-02  1.26422778e+00 -2.23623553e-03 
 2.08628000e-09  2.08628000e-09  1.77091857e+00  7.41910020e-02  1.29952384e+00 -2.16978898e-03 
 2.08728000e-09  2.08728000e-09  1.77223939e+00  7.16976455e-02  1.33538788e+00 -2.09342246e-03 
 2.08828000e-09  2.08828000e-09  1.77336959e+00  6.90174008e-02  1.36839196e+00 -2.05361971e-03 
 2.08928000e-09  2.08928000e-09  1.77436782e+00  6.62223439e-02  1.39885330e+00 -2.03175597e-03 
 2.09028000e-09  2.09028000e-09  1.77527040e+00  6.33604845e-02  1.42699001e+00 -2.03083806e-03 
 2.09128000e-09  2.09128000e-09  1.77608483e+00  6.04545649e-02  1.45292618e+00 -2.01450452e-03 
 2.09228000e-09  2.09228000e-09  1.77681759e+00  5.75275121e-02  1.47679126e+00 -2.01918015e-03 
 2.09328000e-09  2.09328000e-09  1.77747275e+00  5.45973678e-02  1.49869679e+00 -1.99862438e-03 
 2.09428000e-09  2.09428000e-09  1.77808604e+00  5.16832843e-02  1.51874126e+00 -2.00071125e-03 
 2.09528000e-09  2.09528000e-09  1.77873387e+00  4.88134588e-02  1.53704699e+00 -2.00111334e-03 
