 time            time            v(n1)           v(n2)           v(n3)           i(vdd)         
 8.16128000e-09  8.16128000e-09  1.78217011e+00  3.95006197e-02  1.58400260e+00 -2.10541225e-03 
 8.16228000e-09  8.16228000e-09  1.78389562e+00  3.68498720e-02  1.59474781e+00 -2.17065974e-03 
 8.16328000e-09  8.16328000e-09  1.78604575e+00  3.43991445e-02  1.60451388e+00 -2.19009150e-03 
 8.16428000e-09  8.16428000e-09  1.78864724e+00  3.21824359e-02  1.61358691e+00 -2.25572730e-03 
 8.16528000e-09  8.16528000e-09  1.79171484e+00  3.02133548e-02  1.62217876e+00 -2.27162611e-03 
 8.16628000e-09  8.16628000e-09  1.79525753e+00  2.84914199e-02  1.63044206e+00 -2.32935579e-03 
 8.16728000e-09  8.16728000e-09  1.79928890e+00  2.70075498e-02  1.63848206e+00 -2.33231986e-03 
 8.16828000e-09  8.16828000e-09  1.80389923e+00  2.57543271e-02  1.64635182e+00 -2.36731563e-03 
 8.16928000e-09  8.16928000e-09  1.80949559e+00  2.47194802e-02  1.65385120e+00 -2.34999054e-03 
 8.17028000e-09  8.17028000e-09  1.81599275e+00  2.38628849e-02  1.66098922e+00 -2.38182025e-03 
 8.17128000e-09  8.17128000e-09  1.82286859e+00  2.31426268e-02  1.66804929e+00 -2.36046291e-03 
 8.17228000e-09  8.17228000e-09  1.83006605e+00  2.25308295e-02  1.67502108e+00 -2.38274179e-03 
 8.17328000e-09  8.17328000e-09  1.83747493e+00  2.19924193e-02  1.68187821e+00 -2.36104943e-03 
 8.17428000e-09  8.17428000e-09  1.84500854e+00  2.14999745e-02  1.68859240e+00 -2.38340246e-03 
 8.17528000e-09  8.17528000e-09  1.85264060e+00  2.10392667e-02  1.69513990e+00 -2.35691869e-03 
 8.17628000e-09  8.17628000e-09  1.86035423e+00  2.05993826e-02  1.70149754e+00 -2.37550542e-03 
 8.17728000e-09  8.17728000e-09  1.86814180e+00  2.01725980e-02  1.70764430e+00 -2.34626344e-03 
 8.17828000e-09  8.17828000e-09  1.87595386e+00  1.97469069e-02  1.71356235e+00 -2.36248148e-03 
 8.17928000e-09  8.17928000e-09  1.88353932e+00  1.92827921e-02  1.71923083e+00 -2.33976127e-03 
 8.18028000e-09  8.18028000e-09  1.89039938e+00  1.87225592e-02  1.72468394e+00 -2.37006306e-03 
 8.18128000e-09  8.18128000e-09  1.89595199e+00  1.80096160e-02  1.72997580e+00 -2.34993618e-03 
 8.18228000e-09  8.18228000e-09  1.89974208e+00  1.70937826e-02  1.73505905e+00 -2.37459033e-03 
 8.18328000e-09  8.18328000e-09  1.90144730e+00  1.59446777e-02  1.73985389e+00 -2.35179767e-03 
 8.18428000e-09  8.18428000e-09  1.90078724e+00  1.45499654e-02  1.74431924e+00 -2.37588120e-03 
 8.18528000e-09  8.18528000e-09  1.89752207e+00  1.29092038e-02  1.74843776e+00 -2.35304553e-03 
 8.18628000e-09  8.18628000e-09  1.89144643e+00  1.10291998e-02  1.75220773e+00 -2.37645294e-03 
 8.18728000e-09  8.18728000e-09  1.88238159e+00  8.92027114e-03  1.75563762e+00 -2.35143485e-03 
 8.18828000e-09  8.18828000e-09  1.87016594e+00  6.59310472e-03  1.75874225e+00 -2.37046206e-03 
 8.18928000e-09  8.18928000e-09  1.85464255e+00  4.05586407e-03  1.76153990e+00 -2.33824814e-03 
 8.19028000e-09  8.19028000e-09  1.83564014e+00  1.31087882e-03  1.76405021e+00 -2.34655369e-03 
 8.19128000e-09  8.19128000e-09  1.81293378e+00 -1.65108558e-03  1.76629207e+00 -2.29889103e-03 
 8.19228000e-09  8.19228000e-09  1.78611928e+00 -4.86819046e-03  1.76828076e+00 -2.28420696e-03 
 8.19328000e-09  8.19328000e-09  1.75374842e+00 -8.53103943e-03  1.77001762e+00 -2.19770855e-03 
 8.19428000e-09  8.19428000e-09  1.71263218e+00 -1.30663501e-02  1.77149888e+00 -2.15679739e-03 
 8.19528000e-09  8.19528000e-09  1.66278896e+00 -1.84003062e-02  1.77274353e+00 -2.06006803e-03 
 8.19628000e-09  8.19628000e-09  1.60801389e+00 -2.39329705e-02  1.77381701e+00 -2.05674139e-03 
 8.19728000e-09  8.19728000e-09  1.54959329e+00 -2.95065991e-02  1.77477698e+00 -2.01939917e-03 
 8.19828000e-09  8.19828000e-09  1.48812346e+00 -3.50938082e-02  1.77564366e+00 -2.03584174e-03 
 8.19928000e-09  8.19928000e-09  1.42393424e+00 -4.07155820e-02  1.77642441e+00 -2.00409114e-03 
 8.20028000e-09  8.20028000e-09  1.35735015e+00 -4.63957674e-02  1.77712539e+00 -2.02608600e-03 
 8.20128000e-09  8.20128000e-09  1.28834049e+00 -5.21349699e-02  1.77775603e+00 -1.98606686e-03 
 8.20228000e-09  8.20228000e-09  1.21682312e+00 -5.77344579e-02  1.77836574e+00 -2.00969909e-03 
 8.20328000e-09  8.20328000e-09  1.14306989e+00 -6.28082149e-02  1.77903802e+00 -1.99990815e-03 
 8.20428000e-09  8.20428000e-09  1.06775772e+00 -6.69031339e-02  1.77985324e+00 -2.05666174e-03 
 8.20528000e-09  8.20528000e-09  9.92254217e-01 -6.94680684e-02  1.78090006e+00 -2.06753538e-03 
 8.20628000e-09  8.20628000e-09  9.17871987e-01 -6.99855101e-02  1.78226577e+00 -2.13227186e-03 
 8.20728000e-09  8.20728000e-09  8.45504621e-01 -6.80342571e-02  1.78401530e+00 -2.14887344e-03 
 8.20828000e-09  8.20828000e-09  7.75907135e-01 -6.32434044e-02  1.78619150e+00 -2.21707412e-03 
 8.20928000e-09  8.20928000e-09  7.09682483e-01 -5.52899689e-02  1.78882020e+00 -2.23384384e-03 
 8.21028000e-09  8.21028000e-09  6.47284801e-01 -4.38900188e-02  1.79191565e+00 -2.29826077e-03 
 8.21128000e-09  8.21128000e-09  5.89029282e-01 -2.87817774e-02  1.79548672e+00 -2.30684842e-03 
 8.21228000e-09  8.21228000e-09  5.35103311e-01 -9.68226707e-03  1.79954795e+00 -2.35797988e-03 
 8.21328000e-09  8.21328000e-09  4.85419672e-01  1.41505948e-02  1.80420935e+00 -2.34260545e-03 
 8.21428000e-09  8.21428000e-09  4.38347305e-01  4.48536554e-02  1.80985529e+00 -2.37507082e-03 
 8.21528000e-09  8.21528000e-09  3.93844682e-01  8.22535282e-02  1.81637500e+00 -2.35764986e-03 
 8.21628000e-09  8.21628000e-09  3.53621744e-01  1.24142823e-01  1.82327161e+00 -2.38478237e-03 
 8.21728000e-09  8.21728000e-09  3.17444719e-01  1.70062180e-01  1.83045101e+00 -2.36044275e-03 
 8.21828000e-09  8.21828000e-09  2.85069838e-01  2.19530504e-01  1.83783867e+00 -2.38559321e-03 
 8.21928000e-09  8.21928000e-09  2.56234362e-01  2.72120159e-01  1.84538499e+00 -2.35886117e-03 
 8.22028000e-09  8.22028000e-09  2.30623264e-01  3.27329511e-01  1.85302760e+00 -2.38117920e-03 
 8.22128000e-09  8.22128000e-09  2.07950208e-01  3.84815736e-01  1.86075025e+00 -2.35074423e-03 
 8.22228000e-09  8.22228000e-09  1.87933871e-01  4.44256042e-01  1.86854594e+00 -2.37036551e-03 
 8.22328000e-09  8.22328000e-09  1.70315059e-01  5.05470612e-01  1.87635737e+00 -2.33778521e-03 
 8.22428000e-09  8.22428000e-09  1.54844830e-01  5.68279309e-01  1.88392237e+00 -2.36448602e-03 
 8.22528000e-09  8.22528000e-09  1.41712110e-01  6.31856099e-01  1.89072913e+00 -2.34578921e-03 
 8.22628000e-09  8.22628000e-09  1.31202297e-01  6.94924190e-01  1.89619776e+00 -2.37442227e-03 
 8.22728000e-09  8.22728000e-09  1.22895913e-01  7.56678939e-01  1.89988505e+00 -2.35006357e-03 
 8.22828000e-09  8.22828000e-09  1.16151553e-01  8.16731073e-01  1.90147079e+00 -2.37620156e-03 
 8.22928000e-09  8.22928000e-09  1.10515306e-01  8.74744081e-01  1.90067690e+00 -2.35134364e-03 
 8.23028000e-09  8.23028000e-09  1.05653701e-01  9.30446073e-01  1.89726561e+00 -2.37743615e-03 
 8.23128000e-09  8.23128000e-09  1.01320540e-01  9.83626199e-01  1.89103325e+00 -2.35184470e-03 
 8.23228000e-09  8.23228000e-09  9.73347695e-02  1.03412891e+00  1.88180232e+00 -2.37565506e-03 
 8.23328000e-09  8.23328000e-09  9.35648358e-02  1.08184758e+00  1.86941184e+00 -2.34554850e-03 
 8.23428000e-09  8.23428000e-09  8.99171809e-02  1.12671838e+00  1.85370471e+00 -2.36199324e-03 
 8.23528000e-09  8.23528000e-09  8.63277614e-02  1.16871616e+00  1.83450810e+00 -2.32094783e-03 
 8.23628000e-09  8.23628000e-09  8.27567977e-02  1.20785809e+00  1.81159203e+00 -2.32162894e-03 
 8.23728000e-09  8.23728000e-09  7.91934198e-02  1.24425576e+00  1.78453443e+00 -2.25706511e-03 
 8.23828000e-09  8.23828000e-09  7.57765906e-02  1.27879999e+00  1.75170925e+00 -2.21759516e-03 
 8.23928000e-09  8.23928000e-09  7.28962717e-02  1.31376750e+00  1.71006923e+00 -2.12835922e-03 
 8.24028000e-09  8.24028000e-09  7.03654941e-02  1.34849687e+00  1.65992093e+00 -2.08088520e-03 
 8.24128000e-09  8.24128000e-09  6.76705758e-02  1.38048503e+00  1.60490207e+00 -2.03107325e-03 
 8.24228000e-09  8.24228000e-09  6.48824821e-02  1.41004648e+00  1.54631220e+00 -2.04370402e-03 
 8.24328000e-09  8.24328000e-09  6.20312348e-02  1.43732677e+00  1.48469037e+00 -2.01047604e-03 
 8.24428000e-09  8.24428000e-09  5.91405348e-02  1.46245314e+00  1.42036651e+00 -2.02870698e-03 
 8.24528000e-09  8.24528000e-09  5.62337602e-02  1.48555686e+00  1.35366467e+00 -2.00102273e-03 
 8.24628000e-09  8.24628000e-09  5.33272968e-02  1.50673634e+00  1.28453283e+00 -2.01046564e-03 
 8.24728000e-09  8.24728000e-09  5.04428388e-02  1.52609163e+00  1.21288817e+00 -1.98511592e-03 
 8.24828000e-09  8.24828000e-09  4.76122956e-02  1.54376070e+00  1.13902417e+00 -2.02616503e-03 
 8.24928000e-09  8.24928000e-09  4.48050600e-02  1.55958442e+00  1.06366611e+00 -2.03356810e-03 
 8.25028000e-09  8.25028000e-09  4.19792529e-02  1.57332150e+00  9.88199303e-01 -2.09449400e-03 
 8.25128000e-09  8.25128000e-09  3.92013620e-02  1.58525227e+00  9.13904864e-01 -2.10952794e-03 
 8.25228000e-09  8.25228000e-09  3.65699041e-02  1.59587193e+00  8.41669726e-01 -2.17609295e-03 
 8.25328000e-09  8.25328000e-09  3.41436720e-02  1.60554902e+00  7.72240777e-01 -2.19443474e-03 
 8.25428000e-09  8.25428000e-09  3.19539703e-02  1.61456034e+00  7.06212802e-01 -2.26096810e-03 
 8.25528000e-09  8.25528000e-09  3.00125070e-02  1.62311033e+00  6.44032155e-01 -2.27529891e-03 
 8.25628000e-09  8.25628000e-09  2.83175424e-02  1.63134572e+00  5.86006901e-01 -2.33339941e-03 
 8.25728000e-09  8.25728000e-09  2.68594024e-02  1.63936697e+00  5.32317547e-01 -2.33411829e-03 
 8.25828000e-09  8.25828000e-09  2.56333692e-02  1.64720824e+00  4.82805559e-01 -2.36698959e-03 
 8.25928000e-09  8.25928000e-09  2.46210607e-02  1.65467586e+00  4.35886545e-01 -2.35072680e-03 
 8.26028000e-09  8.26028000e-09  2.37793520e-02  1.66180152e+00  3.91613008e-01 -2.38271048e-03 
 8.26128000e-09  8.26128000e-09  2.30716332e-02  1.66884950e+00  3.51610752e-01 -2.35974396e-03 
 8.26228000e-09  8.26228000e-09  2.24689567e-02  1.67583495e+00  3.15643192e-01 -2.38490746e-03 
 8.26328000e-09  8.26328000e-09  2.19361279e-02  1.68270040e+00  2.83462012e-01 -2.36068181e-03 
 8.26428000e-09  8.26428000e-09  2.14474049e-02  1.68939088e+00  2.54803396e-01 -2.38353762e-03 
 8.26528000e-09  8.26528000e-09  2.09891186e-02  1.69591271e+00  2.29354185e-01 -2.35606061e-03 
 8.26628000e-09  8.26628000e-09  2.05507050e-02  1.70224280e+00  2.06828091e-01 -2.37526568e-03 
 8.26728000e-09  8.26728000e-09  2.01247662e-02  1.70836038e+00  1.86944217e-01 -2.34514284e-03 
 8.26828000e-09  8.26828000e-09  1.96970218e-02  1.71424756e+00  1.69444588e-01 -2.36244390e-03 
 8.26928000e-09  8.26928000e-09  1.92251553e-02  1.71988318e+00  1.54080808e-01 -2.33995718e-03 
 8.27028000e-09  8.27028000e-09  1.86511324e-02  1.72531321e+00  1.41081586e-01 -2.37088403e-03 
 8.27128000e-09  8.27128000e-09  1.79184730e-02  1.73058451e+00  1.30710571e-01 -2.34966934e-03 
 8.27228000e-09  8.27228000e-09  1.69785127e-02  1.73563613e+00  1.22501750e-01 -2.37494503e-03 
 8.27328000e-09  8.27328000e-09  1.58031911e-02  1.74039359e+00  1.15826788e-01 -2.35138938e-03 
 8.27428000e-09  8.27428000e-09  1.43817226e-02  1.74481892e+00  1.10239363e-01 -2.37622487e-03 
 8.27528000e-09  8.27528000e-09  1.27146577e-02  1.74889677e+00  1.05411407e-01 -2.35261222e-03 
 8.27628000e-09  8.27628000e-09  1.08093542e-02  1.75262675e+00  1.01100710e-01 -2.37665030e-03 
 8.27728000e-09  8.27728000e-09  8.67631643e-03  1.75601819e+00  9.71292286e-02 -2.35065127e-03 
 8.27828000e-09  8.27828000e-09  6.32610029e-03  1.75908638e+00  9.33677100e-02 -2.37003625e-03 
 8.27928000e-09  8.27928000e-09  3.76641788e-03  1.76184985e+00  8.97243704e-02 -2.33649958e-03 
 8.28028000e-09  8.28028000e-09  9.98705564e-04  1.76432824e+00  8.61365642e-02 -2.34472599e-03 
 8.28128000e-09  8.28128000e-09 -1.98815326e-03  1.76654023e+00  8.25657738e-02 -2.29510442e-03 
 8.28228000e-09  8.28228000e-09 -5.23794199e-03  1.76850043e+00  7.90034674e-02 -2.27927150e-03 
 8.28328000e-09  8.28328000e-09 -8.99834813e-03  1.77020623e+00  7.56187101e-02 -2.18817429e-03 
 8.28428000e-09  8.28428000e-09 -1.36447921e-02  1.77165718e+00  7.27722354e-02 -2.14908560e-03 
 8.28528000e-09  8.28528000e-09 -1.90109010e-02  1.77287847e+00  7.02285852e-02 -2.05246583e-03 
 8.28628000e-09  8.28628000e-09 -2.45590781e-02  1.77393528e+00  6.75251689e-02 -2.05471227e-03 
 8.28728000e-09  8.28728000e-09 -3.01305887e-02  1.77488468e+00  6.47324210e-02 -2.01884482e-03 
 8.28828000e-09  8.28828000e-09 -3.57184270e-02  1.77574149e+00  6.18778715e-02 -2.03441726e-03 
 8.28928000e-09  8.28928000e-09 -4.13437011e-02  1.77651298e+00  5.89852230e-02 -2.00415883e-03 
 8.29028000e-09  8.29028000e-09 -4.70310082e-02  1.77720511e+00  5.60777342e-02 -2.02510883e-03 
 8.29128000e-09  8.29128000e-09 -5.27659177e-02  1.77783026e+00  5.31716268e-02 -1.98572233e-03 
 8.29228000e-09  8.29228000e-09 -5.83262563e-02  1.77844232e+00  5.02889263e-02 -2.00989215e-03 
 8.29328000e-09  8.29328000e-09 -6.33173329e-02  1.77912581e+00  4.74618219e-02 -2.00334372e-03 
 8.29428000e-09  8.29428000e-09 -6.72709455e-02  1.77996156e+00  4.46538109e-02 -2.05983440e-03 
 8.29528000e-09  8.29528000e-09 -6.96326947e-02  1.78103893e+00  4.18267168e-02 -2.07234594e-03 
 8.29628000e-09  8.29628000e-09 -6.98984317e-02  1.78244357e+00  3.90544328e-02 -2.13614640e-03 
 8.29728000e-09  8.29728000e-09 -6.76523492e-02  1.78423775e+00  3.64327900e-02 -2.15420076e-03 
 8.29828000e-09  8.29828000e-09 -6.25290607e-02  1.78646219e+00  3.40187916e-02 -2.22114449e-03 
 8.29928000e-09  8.29928000e-09 -5.42104060e-02  1.78914119e+00  3.18424582e-02 -2.23895884e-03 
 8.30028000e-09  8.30028000e-09 -4.24159075e-02  1.79228805e+00  2.99145949e-02 -2.30165555e-03 
 8.30128000e-09  8.30128000e-09 -2.68845100e-02  1.79591158e+00  2.82328702e-02 -2.31077615e-03 
 8.30228000e-09  8.30228000e-09 -7.32397519e-03  1.80002843e+00  2.67873570e-02 -2.35951285e-03 
 8.30328000e-09  8.30328000e-09  1.73115889e-02  1.80481038e+00  2.55753334e-02 -2.34193576e-03 
 8.30428000e-09  8.30428000e-09  4.88640092e-02  1.81057628e+00  2.45748360e-02 -2.37567400e-03 
 8.30528000e-09  8.30528000e-09  8.67618105e-02  1.81713630e+00  2.37405810e-02 -2.35855359e-03 
 8.30628000e-09  8.30628000e-09  1.29132629e-01  1.82407013e+00  2.30390810e-02 -2.38394394e-03 
 8.30728000e-09  8.30728000e-09  1.75510300e-01  1.83128327e+00  2.24413073e-02 -2.36010837e-03 
 8.30828000e-09  8.30828000e-09  2.25358655e-01  1.83869132e+00  2.19113749e-02 -2.38503830e-03 
 8.30928000e-09  8.30928000e-09  2.78248744e-01  1.84624645e+00  2.14240054e-02 -2.35898680e-03 
 8.31028000e-09  8.31028000e-09  3.33720442e-01  1.85389612e+00  2.09665243e-02 -2.38019681e-03 
 8.31128000e-09  8.31128000e-09  3.91432822e-01  1.86162505e+00  2.05285288e-02 -2.35055044e-03 
 8.31228000e-09  8.31228000e-09  4.51068518e-01  1.86942776e+00  2.01028665e-02 -2.36908804e-03 
 8.31328000e-09  8.31328000e-09  5.12459886e-01  1.87722738e+00  1.96737100e-02 -2.33790492e-03 
 8.31428000e-09  8.31428000e-09  5.75421960e-01  1.88473767e+00  1.91971308e-02 -2.36477317e-03 
 8.31528000e-09  8.31528000e-09  6.39009371e-01  1.89142283e+00  1.86151797e-02 -2.34678509e-03 
 8.31628000e-09  8.31628000e-09  7.01947409e-01  1.89670767e+00  1.78714720e-02 -2.37421030e-03 
 8.31728000e-09  8.31728000e-09  7.63527479e-01  1.90017336e+00  1.69182140e-02 -2.35062454e-03 
 8.31828000e-09  8.31828000e-09  8.23364187e-01  1.90150418e+00  1.57285609e-02 -2.37586878e-03 
 8.31928000e-09  8.31928000e-09  8.81128311e-01  1.90042684e+00  1.42925357e-02 -2.35190148e-03 
 8.32028000e-09  8.32028000e-09  9.36555024e-01  1.89670773e+00  1.26112020e-02 -2.37707212e-03 
 8.32128000e-09  8.32128000e-09  9.89439967e-01  1.89014654e+00  1.06921949e-02 -2.35223489e-03 
 8.32228000e-09  8.32228000e-09  1.03963339e+00  1.88056813e+00  8.54610248e-03 -2.37490343e-03 
 8.32328000e-09  8.32328000e-09  1.08703372e+00  1.86781267e+00  6.18339382e-03 -2.34526098e-03 
 8.32428000e-09  8.32428000e-09  1.13158162e+00  1.85172245e+00  3.61151885e-03 -2.36020244e-03 
 8.32528000e-09  8.32528000e-09  1.17325619e+00  1.83212098e+00  8.31401170e-04 -2.31915849e-03 
 8.32628000e-09  8.32628000e-09  1.21208069e+00  1.80876667e+00 -2.16917851e-03 -2.31765543e-03 
 8.32728000e-09  8.32728000e-09  1.24818892e+00  1.78119540e+00 -5.43742725e-03 -2.25194371e-03 
 8.32828000e-09  8.32828000e-09  1.28286511e+00  1.74726583e+00 -9.26422196e-03 -2.20755840e-03 
 8.32928000e-09  8.32928000e-09  1.31803381e+00  1.70431687e+00 -1.39882394e-02 -2.11983122e-03 
 8.33028000e-09  8.33028000e-09  1.35241600e+00  1.65348970e+00 -1.93726345e-02 -2.07311485e-03 
 8.33128000e-09  8.33128000e-09  1.38409575e+00  1.59793261e+00 -2.49291804e-02 -2.02887170e-03 
 8.33228000e-09  8.33228000e-09  1.41337995e+00  1.53897203e+00 -3.04988076e-02 -2.04340510e-03 
 8.33328000e-09  8.33328000e-09  1.44039811e+00  1.47701824e+00 -3.60864552e-02 -2.00891863e-03 
 8.33428000e-09  8.33428000e-09  1.46527808e+00  1.41240127e+00 -4.17133005e-02 -2.02907195e-03 
 8.33528000e-09  8.33528000e-09  1.48814866e+00  1.34541601e+00 -4.74075179e-02 -1.99865164e-03 
 8.33628000e-09  8.33628000e-09  1.50910687e+00  1.27599073e+00 -5.31412314e-02 -2.01041996e-03 
 8.33728000e-09  8.33728000e-09  1.52825577e+00  1.20407050e+00 -5.86750972e-02 -1.98545509e-03 
 8.33828000e-09  8.33828000e-09  1.54573487e+00  1.12996752e+00 -6.36141503e-02 -2.03027912e-03 
 8.33928000e-09  8.33928000e-09  1.56132305e+00  1.05451819e+00 -6.74810282e-02 -2.03706857e-03 
 8.34028000e-09  8.34028000e-09  1.57481309e+00  9.79146637e-01 -6.97195654e-02 -2.10000125e-03 
 8.34128000e-09  8.34128000e-09  1.58656505e+00  9.05060088e-01 -6.98338533e-02 -2.11378154e-03 
 8.34228000e-09  8.34228000e-09  1.59705585e+00  8.33130261e-01 -6.74112841e-02 -2.18213922e-03 
 8.34328000e-09  8.34328000e-09  1.60664171e+00  7.64085824e-01 -6.20896997e-02 -2.19886773e-03 
 8.34428000e-09  8.34428000e-09  1.61558979e+00  6.98503349e-01 -5.35537252e-02 -2.26674111e-03 
 8.34528000e-09  8.34528000e-09  1.62409687e+00  6.36811938e-01 -4.15248151e-02 -2.27894717e-03 
 8.34628000e-09  8.34628000e-09  1.63230357e+00  5.79303885e-01 -2.57421037e-02 -2.33782175e-03 
 8.34728000e-09  8.34728000e-09  1.64030532e+00  5.26144052e-01 -5.90655028e-03 -2.33564835e-03 
 8.34828000e-09  8.34828000e-09  1.64808130e+00  4.76788341e-01  1.94081711e-02 -2.36595181e-03 
 8.34928000e-09  8.34928000e-09  1.65548122e+00  4.29976757e-01  5.17075734e-02 -2.35142149e-03 
 8.35028000e-09  8.35028000e-09  1.66260755e+00  3.86265233e-01  8.99317329e-02 -2.38390563e-03 
 8.35128000e-09  8.35128000e-09  1.66965466e+00  3.46801697e-01  1.32616898e-01 -2.35873400e-03 
 8.35228000e-09  8.35228000e-09  1.67663540e+00  3.11343221e-01  1.79293303e-01 -2.38463436e-03 
 8.35328000e-09  8.35328000e-09  1.68349110e+00  2.79630722e-01  2.29386588e-01 -2.36006623e-03 
 8.35428000e-09  8.35428000e-09  1.69016755e+00  2.51398364e-01  2.82467222e-01 -2.38386862e-03 
 8.35528000e-09  8.35528000e-09  1.69667177e+00  2.26338250e-01  3.38104565e-01 -2.35494577e-03 
 8.35628000e-09  8.35628000e-09  1.70298094e+00  2.04164534e-01  3.95959047e-01 -2.37522427e-03 
 8.35728000e-09  8.35728000e-09  1.70907498e+00  1.84598965e-01  4.55726262e-01 -2.34341472e-03 
 8.35828000e-09  8.35828000e-09  1.71493557e+00  1.67385149e-01  5.17237322e-01 -2.36284896e-03 
 8.35928000e-09  8.35928000e-09  1.72054101e+00  1.52274707e-01  5.80294143e-01 -2.34047223e-03 
 8.36028000e-09  8.36028000e-09  1.72595173e+00  1.39593954e-01  6.43880489e-01 -2.37225175e-03 
 8.36128000e-09  8.36128000e-09  1.73120600e+00  1.29553611e-01  7.06723172e-01 -2.34950369e-03 
 8.36228000e-09  8.36228000e-09  1.73622707e+00  1.21576383e-01  7.68178317e-01 -2.37581789e-03 
 8.36328000e-09  8.36328000e-09  1.74094676e+00  1.15065139e-01  8.27863366e-01 -2.35108471e-03 
 8.36428000e-09  8.36428000e-09  1.74533073e+00  1.09591867e-01  8.85454009e-01 -2.37708452e-03 
 8.36528000e-09  8.36528000e-09  1.74936608e+00  1.04841582e-01  9.40690146e-01 -2.35224925e-03 
 8.36628000e-09  8.36628000e-09  1.75305401e+00  1.00581745e-01  9.93371743e-01 -2.37727948e-03 
 8.36728000e-09  8.36728000e-09  1.75640486e+00  9.66416164e-02  1.04335289e+00 -2.34978729e-03 
 8.36828000e-09  8.36828000e-09  1.75943452e+00  9.28975246e-02  1.09053539e+00 -2.36981058e-03 
 8.36928000e-09  8.36928000e-09  1.76216182e+00  8.92619880e-02  1.13486286e+00 -2.33434059e-03 
 8.37028000e-09  8.37028000e-09  1.76460640e+00  8.56757638e-02  1.17631730e+00 -2.34263927e-03 
 8.37128000e-09  8.37128000e-09  1.76678663e+00  8.21035081e-02  1.21492640e+00 -2.29023873e-03 
 8.37228000e-09  8.37228000e-09  1.76871620e+00  7.85433545e-02  1.25084191e+00 -2.27304245e-03 
 8.37328000e-09  8.37328000e-09  1.77038457e+00  7.52995857e-02  1.28584821e+00 -2.17575151e-03 
 8.37428000e-09  8.37428000e-09  1.77179549e+00  7.25997199e-02  1.32142132e+00 -2.13720718e-03 
 8.37528000e-09  8.37528000e-09  1.77298870e+00  6.99973387e-02  1.35552304e+00 -2.04391094e-03 
 8.37628000e-09  8.37628000e-09  1.77402733e+00  6.72506637e-02  1.38695546e+00 -2.05168849e-03 
 8.37728000e-09  8.37728000e-09  1.77496627e+00  6.44260394e-02  1.41601400e+00 -2.01900652e-03 
 8.37828000e-09  8.37828000e-09  1.77581359e+00  6.15462013e-02  1.44282002e+00 -2.03223930e-03 
 8.37928000e-09  8.37928000e-09  1.77657639e+00  5.86344428e-02  1.46750153e+00 -2.00518372e-03 
 8.38028000e-09  8.38028000e-09  1.77725881e+00  5.57121495e-02  1.49018376e+00 -2.02062034e-03 
 8.38128000e-09  8.38128000e-09  1.77788021e+00  5.27963149e-02  1.51096393e+00 -1.98629778e-03 
 8.38228000e-09  8.38228000e-09  1.77850245e+00  4.99108661e-02  1.52994885e+00 -2.01044021e-03 
 8.38328000e-09  8.38328000e-09  1.77920858e+00  4.70868495e-02  1.54727743e+00 -2.00949070e-03 
 8.38428000e-09  8.38428000e-09  1.78008047e+00  4.42714070e-02  1.56268128e+00 -2.06441812e-03 
 8.38528000e-09  8.38528000e-09  1.78120831e+00  4.14366066e-02  1.57597969e+00 -2.08015571e-03 
 8.38628000e-09  8.38628000e-09  1.78267488e+00  3.86764106e-02  1.58759312e+00 -2.14170687e-03 
 8.38728000e-09  8.38728000e-09  1.78453863e+00  3.60790787e-02  1.59798436e+00 -2.16268395e-03 
 8.38828000e-09  8.38828000e-09  1.78683729e+00  3.36965263e-02  1.60749997e+00 -2.22688646e-03 
 8.38928000e-09  8.38928000e-09  1.78959302e+00  3.15551147e-02  1.61639958e+00 -2.24701168e-03 
 8.39028000e-09  8.39028000e-09  1.79281792e+00  2.96630747e-02  1.62487395e+00 -2.30627924e-03 
 8.39128000e-09  8.39128000e-09  1.79652091e+00  2.80163983e-02  1.63305891e+00 -2.31694690e-03 
 8.39228000e-09  8.39228000e-09  1.80072293e+00  2.66045396e-02  1.64104587e+00 -2.36117336e-03 
 8.39328000e-09  8.39328000e-09  1.80581422e+00  2.54317239e-02  1.64873073e+00 -2.34270867e-03 
 8.39428000e-09  8.39428000e-09  1.81190533e+00  2.44670945e-02  1.65604119e+00 -2.37658870e-03 
 8.39528000e-09  8.39528000e-09  1.81852630e+00  2.36567534e-02  1.66318410e+00 -2.36087321e-03 
 8.39628000e-09  8.39628000e-09  1.82551617e+00  2.29744740e-02  1.67024447e+00 -2.38233008e-03 
 8.39728000e-09  8.39728000e-09  1.83278030e+00  2.23911738e-02  1.67723332e+00 -2.36024595e-03 
 8.39828000e-09  8.39828000e-09  1.84021609e+00  2.18686582e-02  1.68409104e+00 -2.38404263e-03 
 8.39928000e-09  8.39928000e-09  1.84777898e+00  2.13833437e-02  1.69076436e+00 -2.36005342e-03 
 8.40028000e-09  8.40028000e-09  1.85543458e+00  2.09261542e-02  1.69726119e+00 -2.37845779e-03 
 8.40128000e-09  8.40128000e-09  1.86316921e+00  2.04872663e-02  1.70355915e+00 -2.35106097e-03 
 8.40228000e-09  8.40228000e-09  1.87098017e+00  2.00603236e-02  1.70963888e+00 -2.36633643e-03 
 8.40328000e-09  8.40328000e-09  1.87874876e+00  1.96234662e-02  1.71548169e+00 -2.33922319e-03 
