 frequency       frequency       frequency       vdb(out)        vp(out)        
 2.37137371e+08  2.37137371e+08  0.00000000e+00 -1.10101041e+01  1.56937477e+00 
 2.44061907e+08  2.44061907e+08  0.00000000e+00 -1.12601036e+01  1.56933325e+00 
 2.51188643e+08  2.51188643e+08  0.00000000e+00 -1.15101030e+01  1.56929052e+00 
 2.58523484e+08  2.58523484e+08  0.00000000e+00 -1.17601024e+01  1.56924654e+00 
 2.66072506e+08  2.66072506e+08  0.00000000e+00 -1.20101018e+01  1.56920128e+00 
 2.73841963e+08  2.73841963e+08  0.00000000e+00 -1.22601012e+01  1.56915469e+00 
 2.81838293e+08  2.81838293e+08  0.00000000e+00 -1.25101005e+01  1.56910674e+00 
 2.90068120e+08  2.90068120e+08  0.00000000e+00 -1.27600997e+01  1.56905740e+00 
 2.98538262e+08  2.98538262e+08  0.00000000e+00 -1.30100990e+01  1.56900661e+00 
 3.07255737e+08  3.07255737e+08  0.00000000e+00 -1.32600981e+01  1.56895434e+00 
 3.16227766e+08  3.16227766e+08  0.00000000e+00 -1.35100973e+01  1.56890055e+00 
 3.25461783e+08  3.25461783e+08  0.00000000e+00 -1.37600964e+01  1.56884518e+00 
 3.34965439e+08  3.34965439e+08  0.00000000e+00 -1.40100954e+01  1.56878820e+00 
 3.44746607e+08  3.44746607e+08  0.00000000e+00 -1.42600943e+01  1.56872955e+00 
 3.54813389e+08  3.54813389e+08  0.00000000e+00 -1.45100932e+01  1.56866919e+00 
 3.65174127e+08  3.65174127e+08  0.00000000e+00 -1.47600921e+01  1.56860707e+00 
 3.75837404e+08  3.75837404e+08  0.00000000e+00 -1.50100908e+01  1.56854314e+00 
 3.86812055e+08  3.86812055e+08  0.00000000e+00 -1.52600895e+01  1.56847734e+00 
 3.98107171e+08  3.98107171e+08  0.00000000e+00 -1.55100882e+01  1.56840961e+00 
 4.09732110e+08  4.09732110e+08  0.00000000e+00 -1.57600867e+01  1.56833992e+00 
 4.21696503e+08  4.21696503e+08  0.00000000e+00 -1.60100851e+01  1.56826818e+00 
 4.34010264e+08  4.34010264e+08  0.00000000e+00 -1.62600835e+01  1.56819435e+00 
 4.46683592e+08  4.46683592e+08  0.00000000e+00 -1.65100818e+01  1.56811837e+00 
 4.59726989e+08  4.59726989e+08  0.00000000e+00 -1.67600799e+01  1.56804016e+00 
 4.73151259e+08  4.73151259e+08  0.00000000e+00 -1.70100780e+01  1.56795968e+00 
 4.86967525e+08  4.86967525e+08  0.00000000e+00 -1.72600759e+01  1.56787684e+00 
 5.01187234e+08  5.01187234e+08  0.00000000e+00 -1.75100737e+01  1.56779158e+00 
 5.15822165e+08  5.15822165e+08  0.00000000e+00 -1.77600714e+01  1.56770384e+00 
 5.30884444e+08  5.30884444e+08  0.00000000e+00 -1.80100689e+01  1.56761353e+00 
 5.46386550e+08  5.46386550e+08  0.00000000e+00 -1.82600663e+01  1.56752059e+00 
 5.62341325e+08  5.62341325e+08  0.00000000e+00 -1.85100636e+01  1.56742493e+00 
 5.78761988e+08  5.78761988e+08  0.00000000e+00 -1.87600606e+01  1.56732648e+00 
 5.95662144e+08  5.95662144e+08  0.00000000e+00 -1.90100575e+01  1.56722516e+00 
 6.13055792e+08  6.13055792e+08  0.00000000e+00 -1.92600543e+01  1.56712087e+00 
 6.30957344e+08  6.30957344e+08  0.00000000e+00 -1.95100508e+01  1.56701354e+00 
 6.49381632e+08  6.49381632e+08  0.00000000e+00 -1.97600471e+01  1.56690308e+00 
 6.68343918e+08  6.68343918e+08  0.00000000e+00 -2.00100432e+01  1.56678939e+00 
 6.87859912e+08  6.87859912e+08  0.00000000e+00 -2.02600391e+01  1.56667239e+00 
 7.07945784e+08  7.07945784e+08  0.00000000e+00 -2.05100347e+01  1.56655196e+00 
 7.28618175e+08  7.28618175e+08  0.00000000e+00 -2.07600301e+01  1.56642802e+00 
 7.49894209e+08  7.49894209e+08  0.00000000e+00 -2.10100252e+01  1.56630047e+00 
 7.71791516e+08  7.71791516e+08  0.00000000e+00 -2.12600200e+01  1.56616918e+00 
 7.94328235e+08  7.94328235e+08  0.00000000e+00 -2.15100145e+01  1.56603407e+00 
 8.17523038e+08  8.17523038e+08  0.00000000e+00 -2.17600087e+01  1.56589500e+00 
 8.41395142e+08  8.41395142e+08  0.00000000e+00 -2.20100025e+01  1.56575188e+00 
 8.65964323e+08  8.65964323e+08  0.00000000e+00 -2.22599959e+01  1.56560458e+00 
 8.91250938e+08  8.91250938e+08  0.00000000e+00 -2.25099890e+01  1.56545298e+00 
 9.17275935e+08  9.17275935e+08  0.00000000e+00 -2.27599817e+01  1.56529695e+00 
 9.44060876e+08  9.44060876e+08  0.00000000e+00 -2.30099739e+01  1.56513637e+00 
 9.71627952e+08  9.71627952e+08  0.00000000e+00 -2.32599657e+01  1.56497109e+00 
 1.00000000e+09  1.00000000e+09  0.00000000e+00 -2.35099569e+01  1.56480100e+00 
 1.02920053e+09  1.02920053e+09  0.00000000e+00 -2.37599477e+01  1.56462593e+00 
 1.05925373e+09  1.05925373e+09  0.00000000e+00 -2.40099379e+01  1.56444575e+00 
 1.09018449e+09  1.09018449e+09  0.00000000e+00 -2.42599276e+01  1.56426032e+00 
 1.12201845e+09  1.12201845e+09  0.00000000e+00 -2.45099166e+01  1.56406947e+00 
 1.15478198e+09  1.15478198e+09  0.00000000e+00 -2.47599049e+01  1.56387304e+00 
 1.18850223e+09  1.18850223e+09  0.00000000e+00 -2.50098926e+01  1.56367088e+00 
 1.22320712e+09  1.22320712e+09  0.00000000e+00 -2.52598796e+01  1.56346282e+00 
 1.25892541e+09  1.25892541e+09  0.00000000e+00 -2.55098657e+01  1.56324868e+00 
 1.29568670e+09  1.29568670e+09  0.00000000e+00 -2.57598511e+01  1.56302830e+00 
 1.33352143e+09  1.33352143e+09  0.00000000e+00 -2.60098356e+01  1.56280147e+00 
 1.37246096e+09  1.37246096e+09  0.00000000e+00 -2.62598192e+01  1.56256803e+00 
 1.41253754e+09  1.41253754e+09  0.00000000e+00 -2.65098018e+01  1.56232777e+00 
 1.45378439e+09  1.45378439e+09  0.00000000e+00 -2.67597833e+01  1.56208049e+00 
 1.49623566e+09  1.49623566e+09  0.00000000e+00 -2.70097638e+01  1.56182599e+00 
 1.53992653e+09  1.53992653e+09  0.00000000e+00 -2.72597431e+01  1.56156407e+00 
 1.58489319e+09  1.58489319e+09  0.00000000e+00 -2.75097212e+01  1.56129450e+00 
 1.63117291e+09  1.63117291e+09  0.00000000e+00 -2.77596980e+01  1.56101705e+00 
 1.67880402e+09  1.67880402e+09  0.00000000e+00 -2.80096734e+01  1.56073151e+00 
 1.72782598e+09  1.72782598e+09  0.00000000e+00 -2.82596474e+01  1.56043763e+00 
 1.77827941e+09  1.77827941e+09  0.00000000e+00 -2.85096198e+01  1.56013517e+00 
 1.83020611e+09  1.83020611e+09  0.00000000e+00 -2.87595906e+01  1.55982389e+00 
 1.88364909e+09  1.88364909e+09  0.00000000e+00 -2.90095597e+01  1.55950351e+00 
 1.93865264e+09  1.93865264e+09  0.00000000e+00 -2.92595269e+01  1.55917378e+00 
 1.99526231e+09  1.99526231e+09  0.00000000e+00 -2.95094922e+01  1.55883443e+00 
 2.05352503e+09  2.05352503e+09  0.00000000e+00 -2.97594554e+01  1.55848517e+00 
 2.11348904e+09  2.11348904e+09  0.00000000e+00 -3.00094164e+01  1.55812571e+00 
 2.17520403e+09  2.17520403e+09  0.00000000e+00 -3.02593752e+01  1.55775576e+00 
 2.23872114e+09  2.23872114e+09  0.00000000e+00 -3.05093315e+01  1.55737502e+00 
 2.30409298e+09  2.30409298e+09  0.00000000e+00 -3.07592852e+01  1.55698315e+00 
 2.37137371e+09  2.37137371e+09  0.00000000e+00 -3.10092361e+01  1.55657985e+00 
 2.44061907e+09  2.44061907e+09  0.00000000e+00 -3.12591842e+01  1.55616478e+00 
 2.51188643e+09  2.51188643e+09  0.00000000e+00 -3.15091292e+01  1.55573760e+00 
 2.58523484e+09  2.58523484e+09  0.00000000e+00 -3.17590709e+01  1.55529794e+00 
 2.66072506e+09  2.66072506e+09  0.00000000e+00 -3.20090091e+01  1.55484546e+00 
 2.73841963e+09  2.73841963e+09  0.00000000e+00 -3.22589438e+01  1.55437976e+00 
 2.81838293e+09  2.81838293e+09  0.00000000e+00 -3.25088745e+01  1.55390048e+00 
 2.90068120e+09  2.90068120e+09  0.00000000e+00 -3.27588011e+01  1.55340721e+00 
 2.98538262e+09  2.98538262e+09  0.00000000e+00 -3.30087234e+01  1.55289954e+00 
 3.07255737e+09  3.07255737e+09  0.00000000e+00 -3.32586411e+01  1.55237706e+00 
 3.16227766e+09  3.16227766e+09  0.00000000e+00 -3.35085539e+01  1.55183934e+00 
 3.25461783e+09  3.25461783e+09  0.00000000e+00 -3.37584615e+01  1.55128592e+00 
 3.34965439e+09  3.34965439e+09  0.00000000e+00 -3.40083637e+01  1.55071636e+00 
 3.44746607e+09  3.44746607e+09  0.00000000e+00 -3.42582601e+01  1.55013017e+00 
 3.54813389e+09  3.54813389e+09  0.00000000e+00 -3.45081503e+01  1.54952689e+00 
 3.65174127e+09  3.65174127e+09  0.00000000e+00 -3.47580341e+01  1.54890600e+00 
 3.75837404e+09  3.75837404e+09  0.00000000e+00 -3.50079109e+01  1.54826701e+00 
 3.86812055e+09  3.86812055e+09  0.00000000e+00 -3.52577805e+01  1.54760937e+00 
 3.98107171e+09  3.98107171e+09  0.00000000e+00 -3.55076423e+01  1.54693255e+00 
 4.09732110e+09  4.09732110e+09  0.00000000e+00 -3.57574960e+01  1.54623599e+00 
 4.21696503e+09  4.21696503e+09  0.00000000e+00 -3.60073410e+01  1.54551912e+00 
 4.34010264e+09  4.34010264e+09  0.00000000e+00 -3.62571768e+01  1.54478134e+00 
 4.46683592e+09  4.46683592e+09  0.00000000e+00 -3.65070029e+01  1.54402204e+00 
 4.59726989e+09  4.59726989e+09  0.00000000e+00 -3.67568187e+01  1.54324061e+00 
 4.73151259e+09  4.73151259e+09  0.00000000e+00 -3.70066235e+01  1.54243639e+00 
 4.86967525e+09  4.86967525e+09  0.00000000e+00 -3.72564169e+01  1.54160873e+00 
 5.01187234e+09  5.01187234e+09  0.00000000e+00 -3.75061980e+01  1.54075694e+00 
 5.15822165e+09  5.15822165e+09  0.00000000e+00 -3.77559661e+01  1.53988032e+00 
 5.30884444e+09  5.30884444e+09  0.00000000e+00 -3.80057205e+01  1.53897816e+00 
 5.46386550e+09  5.46386550e+09  0.00000000e+00 -3.82554604e+01  1.53804970e+00 
 5.62341325e+09  5.62341325e+09  0.00000000e+00 -3.85051849e+01  1.53709420e+00 
 5.78761988e+09  5.78761988e+09  0.00000000e+00 -3.87548931e+01  1.53611085e+00 
 5.95662144e+09  5.95662144e+09  0.00000000e+00 -3.90045840e+01  1.53509886e+00 
 6.13055792e+09  6.13055792e+09  0.00000000e+00 -3.92542566e+01  1.53405740e+00 
 6.30957344e+09  6.30957344e+09  0.00000000e+00 -3.95039098e+01  1.53298561e+00 
 6.49381632e+09  6.49381632e+09  0.00000000e+00 -3.97535425e+01  1.53188261e+00 
 6.68343918e+09  6.68343918e+09  0.00000000e+00 -4.00031535e+01  1.53074751e+00 
 6.87859912e+09  6.87859912e+09  0.00000000e+00 -4.02527415e+01  1.52957936e+00 
 7.07945784e+09  7.07945784e+09  0.00000000e+00 -4.05023051e+01  1.52837723e+00 
 7.28618175e+09  7.28618175e+09  0.00000000e+00 -4.07518429e+01  1.52714011e+00 
 7.49894209e+09  7.49894209e+09  0.00000000e+00 -4.10013534e+01  1.52586702e+00 
 7.71791516e+09  7.71791516e+09  0.00000000e+00 -4.12508349e+01  1.52455690e+00 
 7.94328235e+09  7.94328235e+09  0.00000000e+00 -4.15002858e+01  1.52320869e+00 
 8.17523038e+09  8.17523038e+09  0.00000000e+00 -4.17497042e+01  1.52182129e+00 
 8.41395142e+09  8.41395142e+09  0.00000000e+00 -4.19990882e+01  1.52039357e+00 
 8.65964323e+09  8.65964323e+09  0.00000000e+00 -4.22484359e+01  1.51892438e+00 
 8.91250938e+09  8.91250938e+09  0.00000000e+00 -4.24977450e+01  1.51741252e+00 
 9.17275935e+09  9.17275935e+09  0.00000000e+00 -4.27470132e+01  1.51585677e+00 
 9.44060876e+09  9.44060876e+09  0.00000000e+00 -4.29962382e+01  1.51425587e+00 
 9.71627952e+09  9.71627952e+09  0.00000000e+00 -4.32454175e+01  1.51260852e+00 
 1.00000000e+10  1.00000000e+10  0.00000000e+00 -4.34945483e+01  1.51091340e+00 
