 time            time            v(n1)           v(n2)           v(n3)           v(n4)           v(n5)          
 1.52785798e-09  1.52785798e-09  4.89306234e-02  2.31078554e+00  1.00792718e+00  6.24277372e-02  2.50011960e+00 
 1.52885798e-09  1.52885798e-09  4.71109399e-02  2.31839166e+00  9.66076309e-01  7.79067420e-02  2.50175496e+00 
 1.52985798e-09  1.52985798e-09  4.53612363e-02  2.32566254e+00  9.25411182e-01  9.48837219e-02  2.50347733e+00 
 1.53085798e-09  1.53085798e-09  4.36800218e-02  2.33261890e+00  8.85964730e-01  1.13406913e-01  2.50528891e+00 
 1.53185798e-09  1.53185798e-09  4.20657231e-02  2.33927959e+00  8.47759671e-01  1.33526836e-01  2.50719239e+00 
 1.53285798e-09  1.53285798e-09  4.05166662e-02  2.34566167e+00  8.10807255e-01  1.55293560e-01  2.50919061e+00 
 1.53385798e-09  1.53385798e-09  3.90309043e-02  2.35178017e+00  7.75103366e-01  1.78736446e-01  2.51128430e+00 
 1.53485798e-09  1.53485798e-09  3.76065230e-02  2.35764805e+00  7.40625163e-01  2.03901086e-01  2.51347646e+00 
 1.53585798e-09  1.53585798e-09  3.62418423e-02  2.36327546e+00  7.07318094e-01  2.30887189e-01  2.51577658e+00 
 1.53685798e-09  1.53685798e-09  3.49356427e-02  2.36864489e+00  6.74778749e-01  2.60198998e-01  2.51824110e+00 
 1.53785798e-09  1.53785798e-09  3.36859368e-02  2.37377865e+00  6.43072237e-01  2.91770212e-01  2.52085802e+00 
 1.53885798e-09  1.53885798e-09  3.24893744e-02  2.37872024e+00  6.12653641e-01  3.25017889e-01  2.52355763e+00 
 1.53985798e-09  1.53985798e-09  3.13428990e-02  2.38347127e+00  5.83516018e-01  3.59847178e-01  2.52633111e+00 
 1.54085798e-09  1.54085798e-09  3.02441976e-02  2.38804013e+00  5.55633557e-01  3.96177187e-01  2.52917153e+00 
 1.54185798e-09  1.54185798e-09  2.91912108e-02  2.39243564e+00  5.28977676e-01  4.33928161e-01  2.53207291e+00 
 1.54285798e-09  1.54285798e-09  2.81818192e-02  2.39666588e+00  5.03517501e-01  4.73024014e-01  2.53502790e+00 
 1.54385798e-09  1.54385798e-09  2.72116403e-02  2.40073806e+00  4.79221043e-01  5.13409591e-01  2.53799565e+00 
 1.54485798e-09  1.54485798e-09  2.62748844e-02  2.40465861e+00  4.56054528e-01  5.55027570e-01  2.54091187e+00 
 1.54585798e-09  1.54585798e-09  2.53665955e-02  2.40843352e+00  4.33982084e-01  5.97802660e-01  2.54371976e+00 
 1.54685798e-09  1.54685798e-09  2.44819702e-02  2.41206834e+00  4.12966966e-01  6.41661197e-01  2.54636085e+00 
 1.54785798e-09  1.54785798e-09  2.36163757e-02  2.41556792e+00  3.92966958e-01  6.86538715e-01  2.54877589e+00 
 1.54885798e-09  1.54885798e-09  2.27653710e-02  2.41893679e+00  3.73939455e-01  7.32379393e-01  2.55090470e+00 
 1.54985798e-09  1.54985798e-09  2.19246658e-02  2.42217962e+00  3.55848251e-01  7.79126721e-01  2.55268499e+00 
 1.55085798e-09  1.55085798e-09  2.10885837e-02  2.42531218e+00  3.38864664e-01  8.26478328e-01  2.55400980e+00 
 1.55185798e-09  1.55185798e-09  2.02524214e-02  2.42834999e+00  3.23129509e-01  8.74073367e-01  2.55478335e+00 
 1.55285798e-09  1.55285798e-09  1.94127722e-02  2.43129356e+00  3.08535579e-01  9.21755239e-01  2.55495161e+00 
 1.55385798e-09  1.55385798e-09  1.85653820e-02  2.43414012e+00  2.94967472e-01  9.69392254e-01  2.55444903e+00 
 1.55485798e-09  1.55485798e-09  1.77064871e-02  2.43688804e+00  2.82324580e-01  1.01685714e+00  2.55321177e+00 
 1.55585798e-09  1.55585798e-09  1.68327685e-02  2.43953664e+00  2.70518103e-01  1.06402876e+00  2.55117803e+00 
 1.55685798e-09  1.55685798e-09  1.59413082e-02  2.44208593e+00  2.59469059e-01  1.11079308e+00  2.54828820e+00 
 1.55785798e-09  1.55785798e-09  1.50295436e-02  2.44453651e+00  2.49106815e-01  1.15704391e+00  2.54448496e+00 
 1.55885798e-09  1.55885798e-09  1.40952215e-02  2.44688944e+00  2.39367963e-01  1.20268330e+00  2.53971319e+00 
 1.55985798e-09  1.55985798e-09  1.31363499e-02  2.44914618e+00  2.30195445e-01  1.24762174e+00  2.53391989e+00 
 1.56085798e-09  1.56085798e-09  1.21511475e-02  2.45130849e+00  2.21537841e-01  1.29177832e+00  2.52705390e+00 
 1.56185798e-09  1.56185798e-09  1.11379895e-02  2.45337839e+00  2.13348787e-01  1.33508068e+00  2.51906560e+00 
 1.56285798e-09  1.56285798e-09  1.00953508e-02  2.45535810e+00  2.05586479e-01  1.37746491e+00  2.50990645e+00 
 1.56385798e-09  1.56385798e-09  9.02174205e-03  2.45724996e+00  1.98213254e-01  1.41887546e+00  2.49952842e+00 
 1.56485798e-09  1.56485798e-09  7.91569615e-03  2.45905648e+00  1.91195231e-01  1.45926500e+00  2.48788408e+00 
 1.56585798e-09  1.56585798e-09  6.77575627e-03  2.46078022e+00  1.84502002e-01  1.49859447e+00  2.47492664e+00 
 1.56685798e-09  1.56685798e-09  5.60035521e-03  2.46242382e+00  1.78106354e-01  1.53683293e+00  2.46060854e+00 
 1.56785798e-09  1.56785798e-09  4.38766299e-03  2.46398992e+00  1.71984033e-01  1.57395762e+00  2.44487941e+00 
 1.56885798e-09  1.56885798e-09  3.13543765e-03  2.46548116e+00  1.66113581e-01  1.60995451e+00  2.42768395e+00 
 1.56985798e-09  1.56985798e-09  1.84080660e-03  2.46690016e+00  1.60476257e-01  1.64481936e+00  2.40895877e+00 
 1.57085798e-09  1.57085798e-09  4.99916906e-04  2.46824944e+00  1.55056108e-01  1.67856029e+00  2.38862718e+00 
 1.57185798e-09  1.57185798e-09 -8.91801798e-04  2.46953153e+00  1.49840501e-01  1.71120438e+00  2.36660244e+00 
 1.57285798e-09  1.57285798e-09 -2.33541918e-03  2.47074958e+00  1.44822039e-01  1.74281739e+00  2.34284773e+00 
 1.57385798e-09  1.57385798e-09 -3.83633719e-03  2.47190653e+00  1.40000405e-01  1.77352376e+00  2.31726673e+00 
 1.57485798e-09  1.57485798e-09 -5.41701854e-03  2.47300426e+00  1.35390524e-01  1.80358676e+00  2.28951787e+00 
 1.57585798e-09  1.57585798e-09 -7.13197080e-03  2.47404399e+00  1.31053802e-01  1.83370635e+00  2.25878527e+00 
 1.57685798e-09  1.57685798e-09 -8.95293438e-03  2.47502900e+00  1.26941647e-01  1.86355571e+00  2.22542121e+00 
 1.57785798e-09  1.57785798e-09 -1.08026671e-02  2.47596364e+00  1.22941780e-01  1.89220088e+00  2.19051534e+00 
 1.57885798e-09  1.57885798e-09 -1.26772989e-02  2.47685078e+00  1.19048526e-01  1.91966809e+00  2.15415441e+00 
 1.57985798e-09  1.57985798e-09 -1.45734495e-02  2.47769309e+00  1.15257032e-01  1.94598526e+00  2.11642506e+00 
 1.58085798e-09  1.58085798e-09 -1.64883010e-02  2.47849310e+00  1.11563141e-01  1.97118197e+00  2.07741208e+00 
 1.58185798e-09  1.58185798e-09 -1.84150070e-02  2.47925366e+00  1.07963045e-01  1.99528659e+00  2.03713808e+00 
 1.58285798e-09  1.58285798e-09 -2.03343289e-02  2.47997872e+00  1.04448338e-01  2.01833782e+00  1.99560289e+00 
 1.58385798e-09  1.58385798e-09 -2.21904964e-02  2.48067647e+00  1.01017546e-01  2.04036646e+00  1.95286315e+00 
 1.58485798e-09  1.58485798e-09 -2.39112102e-02  2.48135672e+00  9.76747280e-02  2.06139468e+00  1.90898950e+00 
 1.58585798e-09  1.58585798e-09 -2.54194397e-02  2.48202924e+00  9.44230003e-02  2.08145900e+00  1.86405121e+00 
 1.58685798e-09  1.58685798e-09 -2.66517351e-02  2.48270148e+00  9.12617301e-02  2.10060860e+00  1.81810830e+00 
 1.58785798e-09  1.58785798e-09 -2.75582860e-02  2.48337870e+00  8.81852456e-02  2.11888711e+00  1.77121166e+00 
 1.58885798e-09  1.58885798e-09 -2.80716654e-02  2.48406797e+00  8.51916851e-02  2.13632255e+00  1.72341266e+00 
 1.58985798e-09  1.58985798e-09 -2.81162875e-02  2.48477645e+00  8.22725125e-02  2.15288180e+00  1.67485085e+00 
 1.59085798e-09  1.59085798e-09 -2.76100953e-02  2.48551160e+00  7.94191481e-02  2.16852683e+00  1.62574964e+00 
 1.59185798e-09  1.59185798e-09 -2.64735423e-02  2.48628080e+00  7.66323800e-02  2.18329853e+00  1.57630361e+00 
 1.59285798e-09  1.59285798e-09 -2.46297559e-02  2.48709086e+00  7.39152276e-02  2.19725747e+00  1.52668015e+00 
 1.59385798e-09  1.59385798e-09 -2.20033115e-02  2.48794801e+00  7.12700592e-02  2.21045957e+00  1.47704021e+00 
 1.59485798e-09  1.59485798e-09 -1.85206428e-02  2.48885790e+00  6.86986796e-02  2.22295658e+00  1.42753713e+00 
 1.59585798e-09  1.59585798e-09 -1.41103530e-02  2.48982563e+00  6.62023966e-02  2.23479659e+00  1.37831574e+00 
 1.59685798e-09  1.59685798e-09 -8.70343056e-03  2.49085579e+00  6.37820749e-02  2.24602424e+00  1.32951164e+00 
 1.59785798e-09  1.59785798e-09 -2.23336269e-03  2.49195244e+00  6.14381846e-02  2.25668102e+00  1.28125065e+00 
 1.59885798e-09  1.59885798e-09  5.36369387e-03  2.49311921e+00  5.91708412e-02  2.26680547e+00  1.23364841e+00 
 1.59985798e-09  1.59985798e-09  1.41483873e-02  2.49435927e+00  5.69798395e-02  2.27643330e+00  1.18681010e+00 
 1.60085798e-09  1.60085798e-09  2.41782078e-02  2.49567537e+00  5.48646890e-02  2.28559766e+00  1.14083033e+00 
 1.60185798e-09  1.60185798e-09  3.55080899e-02  2.49706997e+00  5.28246505e-02  2.29432916e+00  1.09579312e+00 
 1.60285798e-09  1.60285798e-09  4.81493630e-02  2.49854057e+00  5.08590635e-02  2.30266838e+00  1.05173329e+00 
 1.60385798e-09  1.60385798e-09  6.21513856e-02  2.50008935e+00  4.89666046e-02  2.31063931e+00  1.00871883e+00 
 1.60485798e-09  1.60485798e-09  7.76029256e-02  2.50172313e+00  4.71455318e-02  2.31825194e+00  9.66846254e-01 
 1.60585798e-09  1.60585798e-09  9.45515461e-02  2.50344389e+00  4.53944694e-02  2.32552892e+00  9.26158708e-01 
 1.60685798e-09  1.60685798e-09  1.13045459e-01  2.50525381e+00  4.37119281e-02  2.33249100e+00  8.86689311e-01 
 1.60785798e-09  1.60785798e-09  1.33135122e-01  2.50715557e+00  4.20963358e-02  2.33915708e+00  8.48460978e-01 
 1.60885798e-09  1.60885798e-09  1.54871075e-01  2.50915206e+00  4.05460240e-02  2.34554425e+00  8.11485221e-01 
 1.60985798e-09  1.60985798e-09  1.78282550e-01  2.51124399e+00  3.90590464e-02  2.35166758e+00  7.75758213e-01 
 1.61085798e-09  1.61085798e-09  2.03414300e-01  2.51343426e+00  3.76334838e-02  2.35754006e+00  7.41257522e-01 
 1.61185798e-09  1.61185798e-09  2.30365156e-01  2.51573225e+00  3.62676554e-02  2.36317192e+00  7.07929463e-01 
 1.61285798e-09  1.61285798e-09  2.59642599e-01  2.51819478e+00  3.49603488e-02  2.36854551e+00  6.75368324e-01 
 1.61385798e-09  1.61385798e-09  2.91182808e-01  2.52081010e+00  3.37095856e-02  2.37368307e+00  6.43638015e-01 
 1.61485798e-09  1.61485798e-09  3.24400927e-01  2.52350827e+00  3.25120240e-02  2.37862836e+00  6.13195961e-01 
 1.61585798e-09  1.61585798e-09  3.59202135e-01  2.52628044e+00  3.13646032e-02  2.38338300e+00  5.84035314e-01 
 1.61685798e-09  1.61685798e-09  3.95505521e-01  2.52911967e+00  3.02649968e-02  2.38795527e+00  5.56130315e-01 
 1.61785798e-09  1.61785798e-09  4.33231310e-01  2.53201997e+00  2.92111436e-02  2.39235404e+00  5.29452428e-01 
 1.61885798e-09  1.61885798e-09  4.72302984e-01  2.53497438e+00  2.82009513e-02  2.39658740e+00  5.03970804e-01 
 1.61985798e-09  1.61985798e-09  5.12665394e-01  2.53794252e+00  2.72300663e-02  2.40066255e+00  4.79653488e-01 
 1.62085798e-09  1.62085798e-09  5.54261587e-01  2.54086014e+00  2.62926979e-02  2.40458595e+00  4.56466751e-01 
 1.62185798e-09  1.62185798e-09  5.97016246e-01  2.54367048e+00  2.53838871e-02  2.40836360e+00  4.34374741e-01 
 1.62285798e-09  1.62285798e-09  6.40855676e-01  2.54631510e+00  2.44988277e-02  2.41200106e+00  4.13340726e-01 
 1.62385798e-09  1.62385798e-09  6.85715172e-01  2.54873476e+00  2.36328835e-02  2.41550318e+00  3.93322600e-01 
 1.62485798e-09  1.62485798e-09  7.31538782e-01  2.55086929e+00  2.27816101e-02  2.41887451e+00  3.74277742e-01 
 1.62585798e-09  1.62585798e-09  7.78270087e-01  2.55265645e+00  2.19407150e-02  2.42211970e+00  3.56169817e-01 
 1.62685798e-09  1.62685798e-09  8.25611932e-01  2.55398991e+00  2.11045298e-02  2.42525428e+00  3.39166244e-01 
 1.62785798e-09  1.62785798e-09  8.73204024e-01  2.55477388e+00  2.02683564e-02  2.42829385e+00  3.23408897e-01 
 1.62885798e-09  1.62885798e-09  9.20885360e-01  2.55495378e+00  1.94287803e-02  2.43123924e+00  3.08795080e-01 
 1.62985798e-09  1.62985798e-09  9.68524222e-01  2.55446402e+00  1.85815378e-02  2.43408765e+00  2.95209056e-01 
 1.63085798e-09  1.63085798e-09  1.01599324e+00  2.55324073e+00  1.77228565e-02  2.43683746e+00  2.82549976e-01 
 1.63185798e-09  1.63185798e-09  1.06317114e+00  2.55122206e+00  1.68494099e-02  2.43948793e+00  2.70728845e-01 
 1.63285798e-09  1.63285798e-09  1.10994378e+00  2.54834838e+00  1.59582728e-02  2.44203909e+00  2.59666516e-01 
 1.63385798e-09  1.63385798e-09  1.15620480e+00  2.54456232e+00  1.50468766e-02  2.44449151e+00  2.49292214e-01 
 1.63485798e-09  1.63485798e-09  1.20185609e+00  2.53980872e+00  1.41129628e-02  2.44684627e+00  2.39542409e-01 
 1.63585798e-09  1.63585798e-09  1.24680800e+00  2.53403453e+00  1.31545350e-02  2.44910480e+00  2.30359931e-01 
 1.63685798e-09  1.63685798e-09  1.29097947e+00  2.52718858e+00  1.21698083e-02  2.45126887e+00  2.21693264e-01 
 1.63785798e-09  1.63785798e-09  1.33429796e+00  2.51922121e+00  1.11571559e-02  2.45334049e+00  2.13495956e-01 
 1.63885798e-09  1.63885798e-09  1.37669943e+00  2.51008388e+00  1.01150510e-02  2.45532186e+00  2.05726123e-01 
 1.63985798e-09  1.63985798e-09  1.41812815e+00  2.49972855e+00  9.04200429e-03  2.45721535e+00  1.98346031e-01 
 1.64085798e-09  1.64085798e-09  1.45853667e+00  2.48810775e+00  7.93654785e-03  2.45902344e+00  1.91321731e-01 
 1.64185798e-09  1.64185798e-09  1.49788577e+00  2.47517472e+00  6.79722522e-03  2.46074871e+00  1.84622754e-01 
 1.64285798e-09  1.64285798e-09  1.53614434e+00  2.46088193e+00  5.62247284e-03  2.46239378e+00  1.78221832e-01 
 1.64385798e-09  1.64385798e-09  1.57328950e+00  2.44517905e+00  4.41046665e-03  2.46396131e+00  1.72094658e-01 
 1.64485798e-09  1.64485798e-09  1.60930703e+00  2.42801091e+00  3.15897388e-03  2.46545393e+00  1.66219724e-01 
 1.64585798e-09  1.64585798e-09  1.64419250e+00  2.40931431e+00  1.86513599e-03  2.46687426e+00  1.60578238e-01 
 1.64685798e-09  1.64685798e-09  1.67795377e+00  2.38901287e+00  5.25122306e-04  2.46822481e+00  1.55154196e-01 
 1.64785798e-09  1.64785798e-09  1.71061735e+00  2.36701874e+00 -8.65714871e-04  2.46950813e+00  1.49934880e-01 
 1.64885798e-09  1.64885798e-09  1.74224826e+00  2.34329552e+00 -2.30841227e-03  2.47072734e+00  1.44912795e-01 
 1.64985798e-09  1.64985798e-09  1.77296952e+00  2.31775015e+00 -3.80814127e-03  2.47188542e+00  1.40087464e-01 
 1.65085798e-09  1.65085798e-09  1.80304007e+00  2.29004605e+00 -5.38702828e-03  2.47298424e+00  1.35473344e-01 
 1.65185798e-09  1.65185798e-09  1.83317066e+00  2.25935431e+00 -7.10050160e-03  2.47402501e+00  1.31132985e-01 
 1.65285798e-09  1.65285798e-09  1.86304125e+00  2.22601817e+00 -8.92090005e-03  2.47501098e+00  1.27018486e-01 
 1.65385798e-09  1.65385798e-09  1.89170725e+00  2.19113869e+00 -1.07701431e-02  2.47594653e+00  1.23016382e-01 
 1.65485798e-09  1.65485798e-09  1.91919482e+00  2.15480262e+00 -1.26443508e-02  2.47683452e+00  1.19121003e-01 
 1.65585798e-09  1.65585798e-09  1.94553187e+00  2.11709663e+00 -1.45401327e-02  2.47767764e+00  1.15327481e-01 
 1.65685798e-09  1.65685798e-09  1.97074795e+00  2.07810555e+00 -1.64546613e-02  2.47847841e+00  1.11631645e-01 
 1.65785798e-09  1.65785798e-09  1.99487144e+00  2.03785332e+00 -1.83813663e-02  2.47923967e+00  1.08029681e-01 
 1.65885798e-09  1.65885798e-09  2.01794106e+00  1.99633994e+00 -2.03014750e-02  2.47996530e+00  1.04513162e-01 
 1.65985798e-09  1.65985798e-09  2.03998753e+00  1.95362079e+00 -2.21594406e-02  2.48066347e+00  1.01080598e-01 
 1.66085798e-09  1.66085798e-09  2.06103300e+00  1.90976652e+00 -2.38830151e-02  2.48134401e+00  9.77360536e-02 
 1.66185798e-09  1.66185798e-09  2.08111368e+00  1.86484648e+00 -2.53952151e-02  2.48201667e+00  9.44826160e-02 
 1.66285798e-09  1.66285798e-09  2.10027881e+00  1.81892085e+00 -2.66326196e-02  2.48268892e+00  9.13196556e-02 
 1.66385798e-09  1.66385798e-09  2.11857238e+00  1.77204058e+00 -2.75454391e-02  2.48336602e+00  8.82415264e-02 
 1.66485798e-09  1.66485798e-09  2.13602239e+00  1.72425705e+00 -2.80662905e-02  2.48405505e+00  8.52463618e-02 
 1.66585798e-09  1.66585798e-09  2.15259708e+00  1.67570736e+00 -2.81197901e-02  2.48476316e+00  8.23257749e-02 
 1.66685798e-09  1.66685798e-09  2.16825807e+00  1.62661383e+00 -2.76239508e-02  2.48549781e+00  7.94711363e-02 
 1.66785798e-09  1.66785798e-09  2.18304462e+00  1.57717251e+00 -2.64991105e-02  2.48626638e+00  7.66830420e-02 
 1.66885798e-09  1.66885798e-09  2.19701739e+00  1.52755086e+00 -2.46683755e-02  2.48707569e+00  7.39645233e-02 
 1.66985798e-09  1.66985798e-09  2.21023237e+00  1.47790996e+00 -2.20562923e-02  2.48793199e+00  7.13179587e-02 
 1.67085798e-09  1.67085798e-09  2.22274140e+00  1.42840329e+00 -1.85892591e-02  2.48884094e+00  6.87451621e-02 
 1.67185798e-09  1.67185798e-09  2.23459260e+00  1.37917585e+00 -1.41958389e-02  2.48980764e+00  6.62474488e-02 
 1.67285798e-09  1.67285798e-09  2.24583070e+00  1.33036340e+00 -8.80697722e-03  2.49083668e+00  6.38256909e-02 
 1.67385798e-09  1.67385798e-09  2.25649722e+00  1.28209192e+00 -2.35611702e-03  2.49193215e+00  6.14803644e-02 
 1.67485798e-09  1.67485798e-09  2.26663074e+00  1.23447725e+00  5.22063692e-03  2.49309769e+00  5.92115906e-02 
 1.67585798e-09  1.67585798e-09  2.27626706e+00  1.18762475e+00  1.39839904e-02  2.49433646e+00  5.70191693e-02 
 1.67685798e-09  1.67685798e-09  2.28543933e+00  1.14162922e+00  2.39914837e-02  2.49565122e+00  5.49026143e-02 
 1.67785798e-09  1.67785798e-09  2.29417823e+00  1.09657485e+00  3.52980929e-02  2.49704444e+00  5.28611905e-02 
 1.67885798e-09  1.67885798e-09  2.30252441e+00  1.05249660e+00  4.79152421e-02  2.49851362e+00  5.08942429e-02 
 1.67985798e-09  1.67985798e-09  2.31050187e+00  1.00946261e+00  6.18923295e-02  2.50006096e+00  4.90004506e-02 
 1.68085798e-09  1.68085798e-09  2.31812061e+00  9.67569665e-01  7.73180933e-02  2.50169327e+00  4.71780709e-02 
 1.68185798e-09  1.68185798e-09  2.32540332e+00  9.26861077e-01  9.42400977e-02  2.50341251e+00  4.54257301e-02 
 1.68285798e-09  1.68285798e-09  2.33237079e+00  8.87370142e-01  1.12706532e-01  2.50522087e+00  4.37419408e-02 
 1.68385798e-09  1.68385798e-09  2.33904194e+00  8.49119956e-01  1.32767795e-01  2.50712101e+00  4.21251315e-02 
 1.68485798e-09  1.68485798e-09  2.34543389e+00  8.12122280e-01  1.54474872e-01  2.50911588e+00  4.05736394e-02 
 1.68585798e-09  1.68585798e-09  2.35156176e+00  7.76373556e-01  1.77856869e-01  2.51120616e+00  3.90855181e-02 
 1.68685798e-09  1.68685798e-09  2.35743857e+00  7.41851730e-01  2.02957764e-01  2.51339466e+00  3.76588444e-02 
 1.68785798e-09  1.68785798e-09  2.36307461e+00  7.08503922e-01  2.29875572e-01  2.51569066e+00  3.62919363e-02 
 1.68885798e-09  1.68885798e-09  2.36845210e+00  6.75922290e-01  2.59120770e-01  2.51815132e+00  3.49835883e-02 
 1.68985798e-09  1.68985798e-09  2.37359324e+00  6.44169632e-01  2.90631841e-01  2.52076513e+00  3.37318302e-02 
 1.69085798e-09  1.69085798e-09  2.37854201e+00  6.13705547e-01  3.23822183e-01  2.52346194e+00  3.25333286e-02 
 1.69185798e-09  1.69185798e-09  2.38330003e+00  5.84523276e-01  3.58597000e-01  2.52623289e+00  3.13850183e-02 
 1.69285798e-09  1.69285798e-09  2.38787552e+00  5.56597106e-01  3.94875365e-01  2.52907101e+00  3.02845605e-02 
 1.69385798e-09  1.69385798e-09  2.39227736e+00  5.29898549e-01  4.32577482e-01  2.53197028e+00  2.92298920e-02 
 1.69485798e-09  1.69485798e-09  2.39651363e+00  5.04396776e-01  4.71626432e-01  2.53492414e+00  2.82189459e-02 
 1.69585798e-09  1.69585798e-09  2.40059158e+00  4.80059866e-01  5.11967065e-01  2.53789263e+00  2.72473954e-02 
 1.69685798e-09  1.69685798e-09  2.40451767e+00  4.56854132e-01  5.53542780e-01  2.54081155e+00  2.63094494e-02 
 1.69785798e-09  1.69785798e-09  2.40829790e+00  4.34743739e-01  5.96278234e-01  2.54362417e+00  2.54001462e-02 
 1.69885798e-09  1.69885798e-09  2.41193783e+00  4.13691970e-01  6.40099702e-01  2.54627209e+00  2.45146771e-02 
 1.69985798e-09  1.69985798e-09  2.41544234e+00  3.93656822e-01  6.84942256e-01  2.54869606e+00  2.36484023e-02 
 1.70085798e-09  1.70085798e-09  2.41881597e+00  3.74595659e-01  7.30749822e-01  2.55083594e+00  2.27968744e-02 
 1.70185798e-09  1.70185798e-09  2.42206339e+00  3.56472023e-01  7.77466065e-01  2.55262954e+00  2.19557991e-02 
 1.70285798e-09  1.70285798e-09  2.42519986e+00  3.39449662e-01  8.24798715e-01  2.55397109e+00  2.11195149e-02 
 1.70385798e-09  1.70385798e-09  2.42824109e+00  3.23671447e-01  8.72388003e-01  2.55476483e+00  2.02833290e-02 
 1.70485798e-09  1.70485798e-09  2.43118819e+00  3.09038933e-01  9.20068799e-01  2.55495562e+00  1.94438194e-02 
 1.70585798e-09  1.70585798e-09  2.43403834e+00  2.95436062e-01  9.67709358e-01  2.55447788e+00  1.85967137e-02 
 1.70685798e-09  1.70685798e-09  2.43678991e+00  2.82761763e-01  1.01518222e+00  2.55326768e+00  1.77382314e-02 
 1.70785798e-09  1.70785798e-09  2.43944215e+00  2.70926856e-01  1.06236599e+00  2.55126315e+00  1.68650386e-02 
 1.70885798e-09  1.70885798e-09  2.44199506e+00  2.59852038e-01  1.10914640e+00  2.54840462e+00  1.59742035e-02 
 1.70985798e-09  1.70985798e-09  2.44444922e+00  2.49466401e-01  1.15541695e+00  2.54463466e+00  1.50631519e-02 
 1.71085798e-09  1.71085798e-09  2.44680569e+00  2.39706298e-01  1.20107939e+00  2.53989809e+00  1.41296201e-02 
 1.71185798e-09  1.71185798e-09  2.44906591e+00  2.30514458e-01  1.24604393e+00  2.53414184e+00  1.31716078e-02 
 1.71285798e-09  1.71285798e-09  2.45123163e+00  2.21839272e-01  1.29022934e+00  2.52731468e+00  1.21873268e-02 
