 time            time            v(n1)           v(n2)           v(n3)           v(n4)           v(n5)          
 1.03748580e-08  1.03748580e-08  1.12742267e+00  2.54705123e+00  1.56120576e-02  2.44298641e+00  2.55635451e-01 
 1.03758580e-08  1.03758580e-08  1.17346726e+00  2.54290710e+00  1.46926860e-02  2.44540143e+00  2.45505993e-01 
 1.03768580e-08  1.03768580e-08  1.21886716e+00  2.53777519e+00  1.37500020e-02  2.44771930e+00  2.35978659e-01 
 1.03778580e-08  1.03778580e-08  1.26353596e+00  2.53160320e+00  1.27820956e-02  2.44994158e+00  2.26998492e-01 
 1.03788580e-08  1.03788580e-08  1.30739582e+00  2.52434055e+00  1.17872487e-02  2.45207015e+00  2.18515951e-01 
 1.03798580e-08  1.03798580e-08  1.35037743e+00  2.51593809e+00  1.07638800e-02  2.45410710e+00  2.10486365e-01 
 1.03808580e-08  1.03808580e-08  1.39241991e+00  2.50634752e+00  9.71048551e-03  2.45605469e+00  2.02869465e-01 
 1.03818580e-08  1.03818580e-08  1.43347066e+00  2.49552096e+00  8.62558048e-03  2.45791533e+00  1.95628986e-01 
 1.03828580e-08  1.03828580e-08  1.47348533e+00  2.48341124e+00  7.50770855e-03  2.45969154e+00  1.88732331e-01 
 1.03838580e-08  1.03838580e-08  1.51242779e+00  2.46997159e+00  6.35539470e-03  2.46138593e+00  1.82150271e-01 
 1.03848580e-08  1.03848580e-08  1.55027001e+00  2.45515364e+00  5.16699251e-03  2.46300114e+00  1.75856683e-01 
 1.03858580e-08  1.03858580e-08  1.58699230e+00  2.43890553e+00  3.94054495e-03  2.46453981e+00  1.69828335e-01 
 1.03868580e-08  1.03868580e-08  1.62258394e+00  2.42116952e+00  2.67361489e-03  2.46600458e+00  1.64044749e-01 
 1.03878580e-08  1.03878580e-08  1.65704476e+00  2.40187819e+00  1.36302912e-03  2.46739802e+00  1.58488169e-01 
 1.03888580e-08  1.03888580e-08  1.69038834e+00  2.38094816e+00  4.45489554e-06  2.46872264e+00  1.53143714e-01 
 1.03898580e-08  1.03898580e-08  1.72265398e+00  2.35831461e+00 -1.40513607e-03  2.46998121e+00  1.48000479e-01 
 1.03908580e-08  1.03908580e-08  1.75392406e+00  2.33393028e+00 -2.86761628e-03  2.47117686e+00  1.43053170e-01 
 1.03918580e-08  1.03918580e-08  1.78435626e+00  2.30762651e+00 -4.39346878e-03  2.47231214e+00  1.38305227e-01 
 1.03928580e-08  1.03928580e-08  1.81432288e+00  2.27893913e+00 -6.01345180e-03  2.47338873e+00  1.33783248e-01 
 1.03938580e-08  1.03938580e-08  1.84426531e+00  2.24735836e+00 -7.76040360e-03  2.47440847e+00  1.29521169e-01 
 1.03948580e-08  1.03948580e-08  1.87369350e+00  2.21344559e+00 -9.59216763e-03  2.47537500e+00  1.25453520e-01 
 1.03958580e-08  1.03958580e-08  1.90192614e+00  2.17802149e+00 -1.14512564e-02  2.47629221e+00  1.21495982e-01 
 1.03968580e-08  1.03968580e-08  1.92899012e+00  2.14117266e+00 -1.33339873e-02  2.47716288e+00  1.17643009e-01 
 1.03978580e-08  1.03978580e-08  1.95491399e+00  2.10298515e+00 -1.52371798e-02  2.47798964e+00  1.13890021e-01 
 1.03988580e-08  1.03988580e-08  1.97972736e+00  2.06353123e+00 -1.71586938e-02  2.47877490e+00  1.10233033e-01 
 1.03998580e-08  1.03998580e-08  2.00346906e+00  2.02281614e+00 -1.90963778e-02  2.47952070e+00  1.06662820e-01 
 1.04008580e-08  1.04008580e-08  2.02616721e+00  1.98085046e+00 -2.10080987e-02  2.48023389e+00  1.03177384e-01 
 1.04018580e-08  1.04018580e-08  2.04784285e+00  1.93770569e+00 -2.28234531e-02  2.48092440e+00  9.97810270e-02 
 1.04028580e-08  1.04028580e-08  2.06852977e+00  1.89345093e+00 -2.44821569e-02  2.48160015e+00  9.64717843e-02 
 1.04038580e-08  1.04038580e-08  2.08827039e+00  1.84815338e+00 -2.59062528e-02  2.48227086e+00  9.32533483e-02 
 1.04048580e-08  1.04048580e-08  2.10711249e+00  1.80187022e+00 -2.70317036e-02  2.48294392e+00  9.01250083e-02 
 1.04058580e-08  1.04058580e-08  2.12509315e+00  1.75465125e+00 -2.78082390e-02  2.48362441e+00  8.70805958e-02 
 1.04068580e-08  1.04068580e-08  2.14223285e+00  1.70655661e+00 -2.81669902e-02  2.48431940e+00  8.41174777e-02 
 1.04078580e-08  1.04078580e-08  2.15848045e+00  1.65777021e+00 -2.80287809e-02  2.48503618e+00  8.12252107e-02 
 1.04088580e-08  1.04088580e-08  2.17381229e+00  1.60852747e+00 -2.73108269e-02  2.48578226e+00  7.83970301e-02 
 1.04098580e-08  1.04098580e-08  2.18829255e+00  1.55899906e+00 -2.59355760e-02  2.48656482e+00  7.56364527e-02 
 1.04108580e-08  1.04108580e-08  2.20198006e+00  1.50935030e+00 -2.38265998e-02  2.48739049e+00  7.29462645e-02 
 1.04118580e-08  1.04118580e-08  2.21492925e+00  1.45973962e+00 -2.09090760e-02  2.48826528e+00  7.03286363e-02 
 1.04128580e-08  1.04128580e-08  2.22719055e+00  1.41031748e+00 -1.71101608e-02  2.48919465e+00  6.77851996e-02 
 1.04138580e-08  1.04138580e-08  2.23881082e+00  1.36122556e+00 -1.23592670e-02  2.49018353e+00  6.53171079e-02 
 1.04148580e-08  1.04148580e-08  2.24983358e+00  1.31259609e+00 -6.58824474e-03  2.49123630e+00  6.29250894e-02 
 1.04158580e-08  1.04158580e-08  2.26029927e+00  1.26455139e+00  2.68540858e-04  2.49235688e+00  6.06094917e-02 
 1.04168580e-08  1.04168580e-08  2.27024543e+00  1.21720345e+00  8.27385536e-03  2.49354876e+00  5.83703199e-02 
 1.04178580e-08  1.04178580e-08  2.27970686e+00  1.17065379e+00  1.74871984e-02  2.49481492e+00  5.62072698e-02 
 1.04188580e-08  1.04188580e-08  2.28871580e+00  1.12499328e+00  2.79651162e-02  2.49615801e+00  5.41197647e-02 
 1.04198580e-08  1.04198580e-08  2.29731541e+00  1.08026101e+00  3.97223897e-02  2.49757591e+00  5.21073813e-02 
 1.04208580e-08  1.04208580e-08  2.30553090e+00  1.03653170e+00  5.28099509e-02  2.49907091e+00  5.01688971e-02 
 1.04218580e-08  1.04218580e-08  2.31337232e+00  9.93911048e-01  6.73157246e-02  2.50064961e+00  4.83025599e-02 
 1.04228580e-08  1.04228580e-08  2.32086364e+00  9.52448690e-01  8.32875309e-02  2.50231396e+00  4.65070891e-02 
 1.04238580e-08  1.04238580e-08  2.32802685e+00  9.12184200e-01  1.00773042e-01  2.50406597e+00  4.47810701e-02 
 1.04248580e-08  1.04248580e-08  2.33488205e+00  8.73147166e-01  1.19821034e-01  2.50590797e+00  4.31229839e-02 
 1.04258580e-08  1.04258580e-08  2.34144749e+00  8.35356767e-01  1.40483278e-01  2.50784287e+00  4.15312379e-02 
 1.04268580e-08  1.04268580e-08  2.34773956e+00  7.98819432e-01  1.62801435e-01  2.50987263e+00  4.00040570e-02 
 1.04278580e-08  1.04278580e-08  2.35377265e+00  7.63525607e-01  1.86807627e-01  2.51199843e+00  3.85394911e-02 
 1.04288580e-08  1.04288580e-08  2.35955894e+00  7.29444360e-01  2.12563508e-01  2.51422523e+00  3.71357095e-02 
 1.04298580e-08  1.04298580e-08  2.36508907e+00  6.96295392e-01  2.40464344e-01  2.51659690e+00  3.57915361e-02 
 1.04308580e-08  1.04308580e-08  2.37038354e+00  6.64111054e-01  2.70477333e-01  2.51910580e+00  3.45050035e-02 
 1.04318580e-08  1.04318580e-08  2.37546721e+00  6.33014302e-01  3.02400430e-01  2.52172601e+00  3.32735330e-02 
 1.04328580e-08  1.04328580e-08  2.38034325e+00  6.03014841e-01  3.36172497e-01  2.52445072e+00  3.20942597e-02 
 1.04338580e-08  1.04338580e-08  2.38503091e+00  5.74288257e-01  3.71499976e-01  2.52724692e+00  3.09641934e-02 
 1.04348580e-08  1.04348580e-08  2.38953953e+00  5.46807968e-01  4.08302104e-01  2.53010801e+00  2.98812041e-02 
 1.04358580e-08  1.04358580e-08  2.39387769e+00  5.20544546e-01  4.46499543e-01  2.53302830e+00  2.88432633e-02 
 1.04368580e-08  1.04368580e-08  2.39805316e+00  4.95466734e-01  4.86023855e-01  2.53599172e+00  2.78476624e-02 
 1.04378580e-08  1.04378580e-08  2.40207289e+00  4.71541933e-01  5.26819861e-01  2.53894917e+00  2.68895048e-02 
 1.04388580e-08  1.04388580e-08  2.40594313e+00  4.48735599e-01  5.68823588e-01  2.54183678e+00  2.59631209e-02 
 1.04398580e-08  1.04398580e-08  2.40966970e+00  4.27011528e-01  6.11960256e-01  2.54459719e+00  2.50636045e-02 
 1.04408580e-08  1.04408580e-08  2.41325797e+00  4.06331845e-01  6.56157762e-01  2.54717151e+00  2.41862026e-02 
 1.04418580e-08  1.04418580e-08  2.41671261e+00  3.86653354e-01  7.01355280e-01  2.54950030e+00  2.33263473e-02 
 1.04428580e-08  1.04428580e-08  2.42003813e+00  3.67934745e-01  7.47498266e-01  2.55152287e+00  2.24796546e-02 
 1.04438580e-08  1.04438580e-08  2.42323920e+00  3.50141069e-01  7.94529189e-01  2.55317614e+00  2.16418667e-02 
 1.04448580e-08  1.04448580e-08  2.42633603e+00  3.33510537e-01  8.42051290e-01  2.55434196e+00  2.08071363e-02 
 1.04458580e-08  1.04458580e-08  2.42934262e+00  3.18166764e-01  8.89692499e-01  2.55492433e+00  1.99706725e-02 
 1.04468580e-08  1.04468580e-08  2.43225392e+00  3.03924227e-01  9.37376887e-01  2.55487975e+00  1.91292519e-02 
 1.04478580e-08  1.04478580e-08  2.43506760e+00  2.90672906e-01  9.84973869e-01  2.55414315e+00  1.82787868e-02 
 1.04488580e-08  1.04488580e-08  2.43778235e+00  2.78316335e-01  1.03235805e+00  2.55265135e+00  1.74156649e-02 
 1.04498580e-08  1.04498580e-08  2.44039774e+00  2.66769131e-01  1.07941052e+00  2.55034324e+00  1.65367043e-02 
 1.04508580e-08  1.04508580e-08  2.44291397e+00  2.55955198e-01  1.12601980e+00  2.54715997e+00  1.56391092e-02 
 1.04518580e-08  1.04518580e-08  2.44533181e+00  2.45806391e-01  1.17208234e+00  2.54304494e+00  1.47204244e-02 
 1.04528580e-08  1.04528580e-08  2.44765247e+00  2.36261477e-01  1.21750295e+00  2.53794375e+00  1.37784886e-02 
 1.04538580e-08  1.04538580e-08  2.44987751e+00  2.27265324e-01  1.26219497e+00  2.53180402e+00  1.28113851e-02 
 1.04548580e-08  1.04548580e-08  2.45200878e+00  2.18768235e-01  1.30608029e+00  2.52457516e+00  1.18173909e-02 
 1.04558580e-08  1.04558580e-08  2.45404836e+00  2.10725397e-01  1.34908935e+00  2.51620794e+00  1.07949212e-02 
 1.04568580e-08  1.04568580e-08  2.45599852e+00  2.03096414e-01  1.39116100e+00  2.50665409e+00  9.74247055e-03 
 1.04578580e-08  1.04578580e-08  2.45786166e+00  1.95844904e-01  1.43224241e+00  2.49586566e+00  8.65855367e-03 
 1.04588580e-08  1.04588580e-08  2.45964031e+00  1.88938162e-01  1.47228897e+00  2.48379551e+00  7.54171359e-03 
 1.04598580e-08  1.04598580e-08  2.46133706e+00  1.82346863e-01  1.51126430e+00  2.47039686e+00  6.39047768e-03 
 1.04608580e-08  1.04608580e-08  2.46295455e+00  1.76044790e-01  1.54914013e+00  2.45562141e+00  5.20320681e-03 
 1.04618580e-08  1.04618580e-08  2.46449543e+00  1.70008627e-01  1.58589650e+00  2.43941743e+00  3.97795549e-03 
 1.04628580e-08  1.04628580e-08  2.46596233e+00  1.64217813e-01  1.62152242e+00  2.42172742e+00  2.71230427e-03 
 1.04638580e-08  1.04638580e-08  2.46735783e+00  1.58654508e-01  1.65601734e+00  2.40248433e+00  1.40310726e-03 
 1.04648580e-08  1.04648580e-08  2.46868444e+00  1.53303738e-01  1.68939436e+00  2.38160539e+00  4.60756688e-05 
 1.04658580e-08  1.04658580e-08  2.46994490e+00  1.48154445e-01  1.72169168e+00  2.35902392e+00 -1.36195055e-03 
 1.04668580e-08  1.04668580e-08  2.47114236e+00  1.43201140e-01  1.75299008e+00  2.33469371e+00 -2.82276325e-03 
 1.04678580e-08  1.04678580e-08  2.47227940e+00  1.38446896e-01  1.78344397e+00  2.30845291e+00 -4.34637015e-03 
 1.04688580e-08  1.04688580e-08  2.47335770e+00  1.33917108e-01  1.81341436e+00  2.27984989e+00 -5.96267969e-03 
 1.04698580e-08  1.04698580e-08  2.47437905e+00  1.29648451e-01  1.84336848e+00  2.24834474e+00 -7.70666550e-03 
 1.04708580e-08  1.04708580e-08  2.47534708e+00  1.25577180e-01  1.87283263e+00  2.21447844e+00 -9.53752982e-03 
 1.04718580e-08  1.04718580e-08  2.47626570e+00  1.21616215e-01  1.90110049e+00  2.17909821e+00 -1.13958386e-02 
 1.04728580e-08  1.04728580e-08  2.47713770e+00  1.17759978e-01  1.92819886e+00  2.14229066e+00 -1.32778939e-02 
 1.04738580e-08  1.04738580e-08  2.47796571e+00  1.14003864e-01  1.95415626e+00  2.10414189e+00 -1.51804986e-02 
 1.04748580e-08  1.04748580e-08  2.47875216e+00  1.10343883e-01  1.97900234e+00  2.06472640e+00 -1.71014585e-02 
 1.04758580e-08  1.04758580e-08  2.47949900e+00  1.06770766e-01  2.00277595e+00  2.02404969e+00 -1.90393908e-02 
 1.04768580e-08  1.04768580e-08  2.48021298e+00  1.03282489e-01  2.02550506e+00  1.98212026e+00 -2.09530425e-02 
 1.04778580e-08  1.04778580e-08  2.48090405e+00  9.98833628e-02  2.04721067e+00  1.93900966e+00 -2.27720975e-02 
 1.04788580e-08  1.04788580e-08  2.48158012e+00  9.65714145e-02  2.06792655e+00  1.89478703e+00 -2.44363332e-02 
 1.04798580e-08  1.04798580e-08  2.48225093e+00  9.33502883e-02  2.08769464e+00  1.84951978e+00 -2.58678682e-02 
 1.04808580e-08  1.04808580e-08  2.48292385e+00  9.02192807e-02  2.10656283e+00  1.80326533e+00 -2.70027159e-02 
 1.04818580e-08  1.04818580e-08  2.48360401e+00  8.71722651e-02  2.12456875e+00  1.75607354e+00 -2.77906476e-02 
 1.04828580e-08  1.04828580e-08  2.48429845e+00  8.42068950e-02  2.14173550e+00  1.70800149e+00 -2.81630648e-02 
 1.04838580e-08  1.04838580e-08  2.48501446e+00  8.13126379e-02  2.15801131e+00  1.65923128e+00 -2.80409378e-02 
 1.04848580e-08  1.04848580e-08  2.48575955e+00  7.84823591e-02  2.17336937e+00  1.60999957e+00 -2.73413869e-02 
 1.04858580e-08  1.04858580e-08  2.48654092e+00  7.57195986e-02  2.18787402e+00  1.56047718e+00 -2.59868345e-02 
 1.04868580e-08  1.04868580e-08  2.48736520e+00  7.30271615e-02  2.20158426e+00  1.51082963e+00 -2.39008110e-02 
 1.04878580e-08  1.04878580e-08  2.48823844e+00  7.04072351e-02  2.21455461e+00  1.46121554e+00 -2.10084405e-02 
 1.04888580e-08  1.04888580e-08  2.48916611e+00  6.78614656e-02  2.22683564e+00  1.41178565e+00 -1.72368155e-02 
 1.04898580e-08  1.04898580e-08  2.49015314e+00  6.53910198e-02  2.23847429e+00  1.36268189e+00 -1.25152789e-02 
 1.04908580e-08  1.04908580e-08  2.49120394e+00  6.29966371e-02  2.24951419e+00  1.31403680e+00 -6.77560646e-03 
 1.04918580e-08  1.04918580e-08  2.49232245e+00  6.06786757e-02  2.25999586e+00  1.26597297e+00  4.79119834e-05 
 1.04928580e-08  1.04928580e-08  2.49351215e+00  5.84371500e-02  2.26995692e+00  1.21860274e+00  8.01813742e-03 
 1.04938580e-08  1.04938580e-08  2.49477606e+00  5.62717641e-02  2.27943227e+00  1.17202790e+00  1.71946677e-02 
 1.04948580e-08  1.04948580e-08  2.49611682e+00  5.41819486e-02  2.28845419e+00  1.12633968e+00  2.76341259e-02 
 1.04958580e-08  1.04958580e-08  2.49753233e+00  5.21672912e-02  2.29706600e+00  1.08157733e+00  3.93514482e-02 
 1.04968580e-08  1.04968580e-08  2.49902490e+00  5.02265735e-02  2.30529295e+00  1.03781589e+00  5.23976430e-02 
 1.04978580e-08  1.04978580e-08  2.50060111e+00  4.83580428e-02  2.31314508e+00  9.95161501e-01  6.68606090e-02 
 1.04988580e-08  1.04988580e-08  2.50226290e+00  4.65604225e-02  2.32064643e+00  9.53664072e-01  8.27881878e-02 
 1.04998580e-08  1.04998580e-08  2.50401229e+00  4.48323015e-02  2.32781905e+00  9.13363482e-01  1.00228041e-01 
 1.05008580e-08  1.05008580e-08  2.50585159e+00  4.31721633e-02  2.33468308e+00  8.74289618e-01  1.19228887e-01 
 1.05018580e-08  1.05018580e-08  2.50778369e+00  4.15784167e-02  2.34125685e+00  8.36461980e-01  1.39842374e-01 
 1.05028580e-08  1.05028580e-08  2.50981064e+00  4.00492959e-02  2.34755679e+00  7.99887444e-01  1.62110941e-01 
 1.05038580e-08  1.05038580e-08  2.51193357e+00  3.85828512e-02  2.35359736e+00  7.64556972e-01  1.86066424e-01 
 1.05048580e-08  1.05048580e-08  2.51415724e+00  3.71772437e-02  2.35939080e+00  7.30440429e-01  2.11768908e-01 
 1.05058580e-08  1.05058580e-08  2.51652465e+00  3.58312935e-02  2.36492829e+00  6.97265386e-01  2.39605859e-01 
 1.05068580e-08  1.05068580e-08  2.51902816e+00  3.45430282e-02  2.37023026e+00  6.65063401e-01  2.69544452e-01 
 1.05078580e-08  1.05078580e-08  2.52164446e+00  3.33099144e-02  2.37532049e+00  6.33938138e-01  3.01405037e-01 
 1.05088580e-08  1.05088580e-08  2.52436693e+00  3.21291020e-02  2.38020217e+00  6.03899877e-01  3.35128988e-01 
 1.05098580e-08  1.05098580e-08  2.52716111e+00  3.09975648e-02  2.38489519e+00  5.75135254e-01  3.70410809e-01 
 1.05108580e-08  1.05108580e-08  2.53002036e+00  2.99131694e-02  2.38940891e+00  5.47617782e-01  4.07169693e-01 
 1.05118580e-08  1.05118580e-08  2.53293896e+00  2.88738843e-02  2.39375192e+00  5.21318107e-01  4.45326261e-01 
 1.05128580e-08  1.05128580e-08  2.53590178e+00  2.78770633e-02  2.39793205e+00  4.96205003e-01  4.84811367e-01 
 1.05138580e-08  1.05138580e-08  2.53886049e+00  2.69178574e-02  2.40195624e+00  4.72245924e-01  5.25569833e-01 
 1.05148580e-08  1.05148580e-08  2.54175105e+00  2.59905774e-02  2.40583076e+00  4.49406393e-01  5.67538299e-01 
 1.05158580e-08  1.05158580e-08  2.54451617e+00  2.50903120e-02  2.40956146e+00  4.27650234e-01  6.10641937e-01 
 1.05168580e-08  1.05168580e-08  2.54709698e+00  2.42123034e-02  2.41315372e+00  4.06939780e-01  6.54808366e-01 
 1.05178580e-08  1.05178580e-08  2.54943407e+00  2.33519776e-02  2.41661222e+00  3.87231813e-01  6.99976527e-01 
 1.05188580e-08  1.05188580e-08  2.55146681e+00  2.25049455e-02  2.41994146e+00  3.68484778e-01  7.46091892e-01 
 1.05198580e-08  1.05198580e-08  2.55313219e+00  2.16669462e-02  2.42314612e+00  3.50663737e-01  7.93096925e-01 
 1.05208580e-08  1.05208580e-08  2.55431309e+00  2.08321507e-02  2.42624600e+00  3.34000910e-01  8.40603714e-01 
 1.05218580e-08  1.05218580e-08  2.55491355e+00  1.99957754e-02  2.42925526e+00  3.18621400e-01  8.88241292e-01 
 1.05228580e-08  1.05228580e-08  2.55488906e+00  1.91545764e-02  2.43216933e+00  3.04346748e-01  9.35926105e-01 
 1.05238580e-08  1.05238580e-08  2.55417451e+00  1.83044510e-02  2.43498584e+00  2.91066467e-01  9.83527438e-01 
 1.05248580e-08  1.05248580e-08  2.55270665e+00  1.74417728e-02  2.43770347e+00  2.78683717e-01  1.03091971e+00 
 1.05258580e-08  1.05258580e-08  2.55042432e+00  1.65633474e-02  2.44032173e+00  2.67112807e-01  1.07798382e+00 
 1.05268580e-08  1.05268580e-08  2.54726858e+00  1.56663678e-02  2.44284084e+00  2.56277378e-01  1.12460802e+00 
 1.05278580e-08  1.05278580e-08  2.54318277e+00  1.47483690e-02  2.44526154e+00  2.46109056e-01  1.17068853e+00 
 1.05288580e-08  1.05288580e-08  2.53811242e+00  1.38071813e-02  2.44758502e+00  2.36546413e-01  1.21612991e+00 
 1.05298580e-08  1.05298580e-08  2.53200511e+00  1.28408814e-02  2.44981283e+00  2.27534138e-01  1.26084521e+00 
 1.05308580e-08  1.05308580e-08  2.52481018e+00  1.18477410e-02  2.45194682e+00  2.19022378e-01  1.30475608e+00 
 1.05318580e-08  1.05318580e-08  2.51647838e+00  1.08261719e-02  2.45398906e+00  2.10966176e-01  1.34779270e+00 
 1.05328580e-08  1.05328580e-08  2.50696141e+00  9.77466699e-03  2.45594182e+00  2.03325009e-01  1.38989366e+00 
 1.05338580e-08  1.05338580e-08  2.49621131e+00  8.69174065e-03  2.45780750e+00  1.96062376e-01  1.43100587e+00 
 1.05348580e-08  1.05348580e-08  2.48418092e+00  7.57593516e-03  2.45958860e+00  1.89145465e-01  1.47108448e+00 
 1.05358580e-08  1.05358580e-08  2.47082346e+00  6.42578014e-03  2.46128773e+00  1.82544850e-01  1.51009285e+00 
 1.05368580e-08  1.05368580e-08  2.45609071e+00  5.23964368e-03  2.46290752e+00  1.76234224e-01  1.54800247e+00 
 1.05378580e-08  1.05378580e-08  2.43993109e+00  4.01559174e-03  2.46445063e+00  1.70190183e-01  1.58479312e+00 
 1.05388580e-08  1.05388580e-08  2.42228729e+00  2.75122243e-03  2.46591968e+00  1.64392085e-01  1.62045351e+00 
 1.05398580e-08  1.05398580e-08  2.40309265e+00  1.44341697e-03  2.46731726e+00  1.58822003e-01  1.65498275e+00 
 1.05408580e-08  1.05408580e-08  2.38226500e+00  8.79301079e-05  2.46864587e+00  1.53464872e-01  1.68839345e+00 
 1.05418580e-08  1.05418580e-08  2.35973579e+00 -1.31853056e-03  2.46990826e+00  1.48309481e-01  1.72072269e+00 
 1.05428580e-08  1.05428580e-08  2.33545985e+00 -2.77767833e-03  2.47110754e+00  1.43350149e-01  1.75204973e+00 
 1.05438580e-08  1.05438580e-08  2.30928201e+00 -4.29905223e-03  2.47224634e+00  1.38589588e-01  1.78252574e+00 
 1.05448580e-08  1.05448580e-08  2.28076280e+00 -5.91173800e-03  2.47332637e+00  1.34052031e-01  1.81250084e+00 
 1.05458580e-08  1.05458580e-08  2.24933288e+00 -7.65279360e-03  2.47434936e+00  1.29776818e-01  1.84246741e+00 
 1.05468580e-08  1.05468580e-08  2.21551330e+00 -9.48274899e-03  2.47531889e+00  1.25701877e-01  1.87196767e+00 
 1.05478580e-08  1.05478580e-08  2.18017717e+00 -1.13402697e-02  2.47623893e+00  1.21737440e-01  1.90027087e+00 
 1.05488580e-08  1.05488580e-08  2.14341113e+00 -1.32216425e-02  2.47711227e+00  1.17877895e-01  1.92740377e+00 
 1.05498580e-08  1.05498580e-08  2.10530132e+00 -1.51236532e-02  2.47794155e+00  1.14118617e-01  1.95339483e+00 
 1.05508580e-08  1.05508580e-08  2.06592447e+00 -1.70440304e-02  2.47872920e+00  1.10455604e-01  1.97827377e+00 
 1.05518580e-08  1.05518580e-08  2.02528633e+00 -1.89821615e-02  2.47947709e+00  1.06879549e-01  2.00207941e+00 
 1.05528580e-08  1.05528580e-08  1.98339335e+00 -2.08976981e-02  2.48019188e+00  1.03388398e-01  2.02483962e+00 
 1.05538580e-08  1.05538580e-08  1.94031709e+00 -2.27204123e-02  2.48088352e+00  9.99864714e-02  2.04657533e+00 
 1.05548580e-08  1.05548580e-08  1.89612677e+00 -2.43901427e-02  2.48155993e+00  9.66717878e-02  2.06732030e+00 
 1.05558580e-08  1.05558580e-08  1.85088999e+00 -2.58290849e-02  2.48223084e+00  9.34479429e-02  2.08711598e+00 
 1.05568580e-08  1.05568580e-08  1.80466440e+00 -2.69733025e-02  2.48290365e+00  9.03142403e-02  2.10601038e+00 
 1.05578580e-08  1.05578580e-08  1.75749994e+00 -2.77726083e-02  2.48358347e+00  8.72645954e-02  2.12404168e+00 
 1.05588580e-08  1.05588580e-08  1.70945067e+00 -2.81586718e-02  2.48427738e+00  8.42969512e-02  2.14123561e+00 
 1.05598580e-08  1.05598580e-08  1.66069684e+00 -2.80526113e-02  2.48499262e+00  8.14006849e-02  2.15753978e+00 
 1.05608580e-08  1.05608580e-08  1.61147637e+00 -2.73714562e-02  2.48573672e+00  7.85682888e-02  2.17292419e+00 
 1.05618580e-08  1.05618580e-08  1.56196017e+00 -2.60376036e-02  2.48651690e+00  7.58033260e-02  2.18745338e+00 
 1.05628580e-08  1.05628580e-08  1.51231396e+00 -2.39745430e-02  2.48733981e+00  7.31086207e-02  2.20118646e+00 
 1.05638580e-08  1.05638580e-08  1.46269659e+00 -2.11073451e-02  2.48821149e+00  7.04863773e-02  2.21417809e+00 
 1.05648580e-08  1.05648580e-08  1.41325905e+00 -1.73630391e-02  2.48913746e+00  6.79382563e-02  2.22647895e+00 
 1.05658580e-08  1.05658580e-08  1.36414353e+00 -1.26708974e-02  2.49012265e+00  6.54654377e-02  2.23813608e+00 
 1.05668580e-08  1.05668580e-08  1.31548287e+00 -6.96262151e-03  2.49117148e+00  6.30686726e-02  2.24919321e+00 
 1.05678580e-08  1.05678580e-08  1.26739996e+00 -1.72426032e-04  2.49228792e+00  6.07483295e-02  2.25969095e+00 
 1.05688580e-08  1.05688580e-08  1.22000744e+00  7.76264547e-03  2.49347544e+00  5.85044322e-02  2.26966700e+00 
 1.05698580e-08  1.05698580e-08  1.17340743e+00  1.69022897e-02  2.49473709e+00  5.63366933e-02  2.27915632e+00 
 1.05708580e-08  1.05708580e-08  1.12769147e+00  2.73032072e-02  2.49607552e+00  5.42445506e-02  2.28819131e+00 
 1.05718580e-08  1.05718580e-08  1.08289901e+00  3.89804901e-02  2.49748864e+00  5.22276026e-02  2.29681538e+00 
 1.05728580e-08  1.05728580e-08  1.03910539e+00  5.19852231e-02  2.49897876e+00  5.02846354e-02  2.30505384e+00 
 1.05738580e-08  1.05738580e-08  9.96417186e-01  6.64052803e-02  2.50055248e+00  4.84138954e-02  2.31291674e+00 
 1.05748580e-08  1.05748580e-08  9.54884605e-01  8.22885256e-02  2.50221171e+00  4.66141106e-02  2.32042817e+00 
 1.05758580e-08  1.05758580e-08  9.14547820e-01  9.96826110e-02  2.50395847e+00  4.48838729e-02  2.32761025e+00 
 1.05768580e-08  1.05768580e-08  8.75437020e-01  1.18636200e-01  2.50579507e+00  4.32216682e-02  2.33448317e+00 
 1.05778580e-08  1.05778580e-08  8.37572026e-01  1.39200816e-01  2.50772437e+00  4.16259072e-02  2.34106530e+00 
 1.05788580e-08  1.05788580e-08  8.00960158e-01  1.61419681e-01  2.50974850e+00  4.00948332e-02  2.34737316e+00 
 1.05798580e-08  1.05798580e-08  7.65592891e-01  1.85324349e-01  2.51186856e+00  3.86264967e-02  2.35342125e+00 
 1.05808580e-08  1.05808580e-08  7.31440874e-01  2.10973354e-01  2.51408911e+00  3.72190509e-02  2.35922187e+00 
 1.05818580e-08  1.05818580e-08  6.98239318e-01  2.38746584e-01  2.51645226e+00  3.58713119e-02  2.36476673e+00 
 1.05828580e-08  1.05828580e-08  6.66018995e-01  2.68611208e-01  2.51895045e+00  3.45813025e-02  2.37007621e+00 
 1.05838580e-08  1.05838580e-08  6.34864834e-01  3.00409424e-01  2.52156287e+00  3.33465348e-02  2.37517299e+00 
 1.05848580e-08  1.05848580e-08  6.04787688e-01  3.34085098e-01  2.52428308e+00  3.21641729e-02  2.38006035e+00 
 1.05858580e-08  1.05858580e-08  5.75984938e-01  3.69321104e-01  2.52707523e+00  3.10311550e-02  2.38475876e+00 
 1.05868580e-08  1.05868580e-08  5.48430194e-01  4.06036592e-01  2.52993263e+00  2.99453441e-02  2.38927762e+00 
